year_range,country_index,country_t-2,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,country_t-1,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
2008-2008,Chile,Chile,16334573.0,293258330112.0,1.236,12.538,0.209,14.334,25.504,35.735,5166.517,89.556,Chile,16495543.0,305709449216.0,1.316,13.007,0.163,8.764,33.358,47.225,5270.352,103.835,104.828
2009-2009,Chile,Chile,16495543.0,305709449216.0,1.316,13.007,0.163,8.764,33.358,47.225,5270.352,103.835,Chile,16661463.0,314032357376.0,1.307,16.733,0.135,4.825,34.275,47.551,5375.179,104.828,99.468
2010-2010,Chile,Chile,16661463.0,314032357376.0,1.307,16.733,0.135,4.825,34.275,47.551,5375.179,104.828,Chile,16833450.0,306660179968.0,1.081,13.431,0.14,6.379,33.508,44.929,5474.646,99.468,108.999
2011-2011,Chile,Chile,16833450.0,306660179968.0,1.081,13.431,0.14,6.379,33.508,44.929,5474.646,99.468,Chile,17004166.0,321457389568.0,1.046,16.525,0.088,10.227,37.651,43.461,5583.645,108.999,112.93
2012-2012,Chile,Chile,17004166.0,321457389568.0,1.046,16.525,0.088,10.227,37.651,43.461,5583.645,108.999,Chile,17173568.0,338708856832.0,1.08,20.848,0.066,10.45,34.859,45.628,5696.576,112.93,117.084
2013-2013,Chile,Chile,17173568.0,338708856832.0,1.08,20.848,0.066,10.45,34.859,45.628,5696.576,112.93,Chile,17341770.0,359556382720.0,1.127,23.476,0.044,9.809,37.463,45.165,5813.659,117.084,117.391
2014-2014,Chile,Chile,17341770.0,359556382720.0,1.127,23.476,0.044,9.809,37.463,45.165,5813.659,117.084,Chile,17509926.0,371454083072.0,1.086,25.396,0.047,9.292,35.654,45.916,5931.05,117.391,114.641
2015-2015,Chile,Chile,17509926.0,371454083072.0,1.086,25.396,0.047,9.292,35.654,45.916,5931.05,117.391,Chile,17687108.0,378114277376.0,1.022,24.389,0.064,8.296,37.051,43.82,6045.691,114.641,119.114
2016-2016,Chile,Chile,17687108.0,378114277376.0,1.022,24.389,0.064,8.296,37.051,43.82,6045.691,114.641,Chile,17870122.0,386251292672.0,1.033,27.194,0.09,9.112,37.332,44.353,6164.805,119.114,121.585
2017-2017,Chile,Chile,17870122.0,386251292672.0,1.033,27.194,0.09,9.112,37.332,44.353,6164.805,119.114,Chile,18083880.0,393022275584.0,1.12,27.015,0.1,9.951,37.334,46.064,6286.39,121.585,121.54
2018-2018,Chile,Chile,18083880.0,393022275584.0,1.12,27.015,0.1,9.951,37.334,46.064,6286.39,121.585,Chile,18368582.0,398359527424.0,0.915,27.754,0.058,9.944,37.402,45.468,6407.93,121.54,119.451
2019-2019,Chile,Chile,18368582.0,398359527424.0,0.915,27.754,0.058,9.944,37.402,45.468,6407.93,121.54,Chile,18701452.0,414254039040.0,0.73,27.071,0.089,9.981,35.012,46.568,6527.381,119.451,125.063
2020-2020,Chile,Chile,18701452.0,414254039040.0,0.73,27.071,0.089,9.981,35.012,46.568,6527.381,119.451,Chile,19039484.0,417332002816.0,0.84,31.017,0.046,12.051,33.086,48.022,6652.444,125.063,110.558
2021-2021,Chile,Chile,19039484.0,417332002816.0,0.84,31.017,0.046,12.051,33.086,48.022,6652.444,125.063,Chile,19300318.0,391686946816.0,0.88,25.194,0.028,11.043,30.379,43.034,6763.001,110.558,116.752
2022-2022,Chile,Chile,19300318.0,391686946816.0,0.88,25.194,0.028,11.043,30.379,43.034,6763.001,110.558,Chile,19493184.0,437659205632.0,0.976,28.101,0.012,12.549,27.715,47.399,6879.753,116.752,109.531
1952-1952,China,China,543979200.0,436905181184.0,0.587,77.615,0.0,0.015,400.788,0.619,12622.329,479.623,China,553614016.0,529605984256.0,1.036,100.133,0.0,0.007,433.639,0.938,13158.084,535.755,578.667
1953-1953,China,China,553614016.0,529605984256.0,1.036,100.133,0.0,0.007,433.639,0.938,13158.084,535.755,China,564954496.0,595648774144.0,1.203,125.444,0.0,0.015,450.668,1.337,13736.751,578.667,606.179
1954-1954,China,China,564954496.0,595648774144.0,1.203,125.444,0.0,0.015,450.668,1.337,13736.751,578.667,China,577378688.0,672668254208.0,1.615,130.237,0.0,0.022,472.396,1.909,14342.93,606.179,655.811
1955-1955,China,China,577378688.0,672668254208.0,1.615,130.237,0.0,0.022,472.396,1.909,14342.93,606.179,China,589936000.0,624480223232.0,1.915,155.592,0.0,0.029,494.934,3.341,14998.741,655.811,715.229
1956-1956,China,China,589936000.0,624480223232.0,1.915,155.592,0.0,0.029,494.934,3.341,14998.741,655.811,China,603320128.0,681084911616.0,1.873,183.196,0.0,0.033,524.708,5.419,15713.97,715.229,775.531
1957-1957,China,China,603320128.0,681084911616.0,1.873,183.196,0.0,0.033,524.708,5.419,15713.97,715.229,China,616283008.0,738921938944.0,2.66,205.023,0.0,0.048,559.707,8.094,16489.502,775.531,844.815
1958-1958,China,China,616283008.0,738921938944.0,2.66,205.023,0.0,0.048,559.707,8.094,16489.502,775.531,China,630003008.0,761702580224.0,2.855,243.81,0.0,0.132,589.03,8.988,17334.314,844.815,1173.678
1959-1959,China,China,630003008.0,761702580224.0,2.855,243.81,0.0,0.132,589.03,8.988,17334.314,844.815,China,643791552.0,766244683776.0,3.871,508.175,0.0,0.213,649.061,12.359,18507.992,1173.678,1559.527
1960-1960,China,China,643791552.0,766244683776.0,3.871,508.175,0.0,0.213,649.061,12.359,18507.992,1173.678,China,652179200.0,743927578624.0,5.107,695.438,0.0,0.557,839.375,19.049,20067.52,1559.527,1328.418
1961-1961,China,China,652179200.0,743927578624.0,5.107,695.438,0.0,0.557,839.375,19.049,20067.52,1559.527,China,654170688.0,705092976640.0,6.514,748.376,0.0,1.993,529.618,22.992,21395.939,1328.418,1081.465
1962-1962,China,China,654170688.0,705092976640.0,6.514,748.376,0.0,1.993,529.618,22.992,21395.939,1328.418,China,655260352.0,577128431616.0,2.585,522.475,0.0,2.818,510.835,22.336,22477.404,1081.465,936.606
1963-1963,China,China,655260352.0,577128431616.0,2.585,522.475,0.0,2.818,510.835,22.336,22477.404,1081.465,China,664614656.0,616502984704.0,2.497,411.925,0.0,2.323,476.988,21.764,23414.01,936.606,921.427
1964-1964,China,China,664614656.0,616502984704.0,2.497,411.925,0.0,2.323,476.988,21.764,23414.01,936.606,China,683903552.0,705534361600.0,3.355,406.129,0.0,1.957,464.647,23.27,24335.436,921.427,934.637
1965-1965,China,China,683903552.0,705534361600.0,3.355,406.129,0.0,1.957,464.647,23.27,24335.436,921.427,China,704593792.0,804504993792.0,5.032,401.574,0.0,2.03,474.0,27.729,25270.07,934.637,949.448
1966-1966,China,China,704593792.0,804504993792.0,5.032,401.574,0.0,2.03,474.0,27.729,25270.07,934.637,China,723846336.0,896126812160.0,6.801,432.993,0.0,2.11,449.162,34.999,26219.52,949.448,984.953
1967-1967,China,China,723846336.0,896126812160.0,6.801,432.993,0.0,2.11,449.162,34.999,26219.52,949.448,China,742948544.0,927339380736.0,8.387,469.765,0.0,2.568,435.493,44.547,27204.473,984.953,887.524
1968-1968,China,China,742948544.0,927339380736.0,8.387,469.765,0.0,2.568,435.493,44.547,27204.473,984.953,China,761006272.0,933378392064.0,6.085,383.599,0.0,2.799,427.298,42.499,28091.996,887.524,942.251
1969-1969,China,China,761006272.0,933378392064.0,6.085,383.599,0.0,2.799,427.298,42.499,28091.996,887.524,China,780371968.0,912372793344.0,5.253,412.72,0.0,2.686,446.744,48.651,29034.248,942.251,1057.78
1970-1970,China,China,780371968.0,912372793344.0,5.253,412.72,0.0,2.686,446.744,48.651,29034.248,942.251,China,801430976.0,1006175649792.0,7.613,501.177,0.0,3.759,450.097,66.85,30092.027,1057.78,1265.898
1971-1971,China,China,801430976.0,1006175649792.0,7.613,501.177,0.0,3.759,450.097,66.85,30092.027,1057.78,China,822534464.0,1144004411392.0,10.718,665.866,0.0,5.503,457.946,94.645,31357.926,1265.898,1355.042
1972-1972,China,China,822534464.0,1144004411392.0,10.718,665.866,0.0,5.503,457.946,94.645,31357.926,1265.898,China,843285440.0,1216237928448.0,13.124,736.424,0.791,7.174,445.832,120.091,32712.969,1355.042,1443.855
1973-1973,China,China,843285440.0,1216237928448.0,13.124,736.424,0.791,7.174,445.832,120.091,32712.969,1355.042,China,862840384.0,1233564991488.0,14.717,770.722,1.022,9.281,475.209,138.328,34156.824,1443.855,1624.451
1974-1974,China,China,862840384.0,1233564991488.0,14.717,770.722,1.022,9.281,475.209,138.328,34156.824,1443.855,China,881652096.0,1334375219200.0,15.456,783.741,1.264,11.468,616.158,158.819,35781.27,1624.451,1479.169
1975-1975,China,China,881652096.0,1334375219200.0,15.456,783.741,1.264,11.468,616.158,158.819,35781.27,1624.451,China,899367680.0,1367631724544.0,15.34,776.101,1.634,14.44,451.069,182.573,37260.445,1479.169,1718.87
1976-1976,China,China,899367680.0,1367631724544.0,15.34,776.101,1.634,14.44,451.069,182.573,37260.445,1479.169,China,915124672.0,1460733607936.0,19.102,906.638,1.905,16.972,535.655,204.191,38979.309,1718.87,1781.839
1977-1977,China,China,915124672.0,1460733607936.0,19.102,906.638,1.905,16.972,535.655,204.191,38979.309,1718.87,China,929375936.0,1413710479360.0,19.253,910.39,1.905,19.368,555.418,238.985,40761.152,1781.839,1900.5
1978-1978,China,China,929375936.0,1413710479360.0,19.253,910.39,1.905,19.368,555.418,238.985,40761.152,1781.839,China,942581312.0,1493489287168.0,22.906,998.609,2.18,23.237,559.669,257.484,42661.648,1900.5,2061.147
1979-1979,China,China,942581312.0,1493489287168.0,22.906,998.609,2.18,23.237,559.669,257.484,42661.648,1900.5,China,955138944.0,1667551723520.0,26.81,1117.447,2.737,26.286,568.37,281.992,44722.797,2061.147,2061.975
1980-1980,China,China,955138944.0,1667551723520.0,26.81,1117.447,2.737,26.286,568.37,281.992,44722.797,2061.147,China,968298944.0,1801380298752.0,30.32,1147.547,3.063,27.777,536.313,278.427,46784.773,2061.975,2148.363
1981-1981,China,China,968298944.0,1801380298752.0,30.32,1147.547,3.063,27.777,536.313,278.427,46784.773,2061.975,China,982372480.0,1893783568384.0,32.712,1122.664,3.012,27.319,653.867,273.202,48933.133,2148.363,2770.511
1982-1982,China,China,982372480.0,1893783568384.0,32.712,1122.664,3.012,27.319,653.867,273.202,48933.133,2148.363,China,997259520.0,1949955260416.0,33.903,1125.005,2.689,24.388,1294.023,256.374,51703.648,2770.511,3246.749
1983-1983,China,China,997259520.0,1949955260416.0,33.903,1125.005,2.689,24.388,1294.023,256.374,51703.648,2770.511,China,1013483200.0,2128598007808.0,38.87,1248.856,2.524,22.9,1640.164,257.81,54950.395,3246.749,3699.152
1984-1984,China,China,1013483200.0,2128598007808.0,38.87,1248.856,2.524,22.9,1640.164,257.81,54950.395,3246.749,China,1029226880.0,2278862356480.0,44.126,1321.843,2.671,23.439,2004.935,263.771,58649.547,3699.152,4069.68
1985-1985,China,China,1029226880.0,2278862356480.0,44.126,1321.843,2.671,23.439,2004.935,263.771,58649.547,3699.152,China,1044172224.0,2534000295936.0,50.066,1454.198,3.213,24.226,2224.852,271.451,62719.23,4069.68,3635.894
1986-1986,China,China,1044172224.0,2534000295936.0,50.066,1454.198,3.213,24.226,2224.852,271.451,62719.23,4069.68,China,1060240000.0,2752673742848.0,59.301,1584.511,0.0,24.82,1637.811,284.594,66355.125,3635.894,3537.107
1987-1987,China,China,1060240000.0,2752673742848.0,59.301,1584.511,0.0,24.82,1637.811,284.594,66355.125,3635.894,China,1077770496.0,2931539050496.0,67.362,1657.391,0.0,26.352,1432.894,303.068,69892.227,3537.107,3644.379
1988-1988,China,China,1077770496.0,2931539050496.0,67.362,1657.391,0.0,26.352,1432.894,303.068,69892.227,3537.107,China,1096851840.0,3177306390528.0,75.429,1770.269,0.0,26.601,1386.641,321.523,73536.609,3644.379,3870.589
1989-1989,China,China,1096851840.0,3177306390528.0,75.429,1770.269,0.0,26.601,1386.641,321.523,73536.609,3644.379,China,1115889792.0,3354463305728.0,84.961,1892.698,0.0,27.311,1444.696,343.13,77407.195,3870.589,3911.879
1990-1990,China,China,1115889792.0,3354463305728.0,84.961,1892.698,0.0,27.311,1444.696,343.13,77407.195,3870.589,China,1134414720.0,3380560265216.0,84.886,1920.239,0.0,28.821,1448.225,354.441,81319.078,3911.879,3852.928
1991-1991,China,China,1134414720.0,3380560265216.0,84.886,1920.239,0.0,28.821,1448.225,354.441,81319.078,3911.879,China,1153704192.0,3385121832960.0,84.513,1976.684,0.0,29.301,1368.074,330.291,85172.0,3852.928,3619.209
1992-1992,China,China,1153704192.0,3385121832960.0,84.513,1976.684,0.0,29.301,1368.074,330.291,85172.0,3852.928,China,1170626176.0,3508947910656.0,101.305,2049.92,0.0,30.778,1013.113,356.027,88791.211,3619.209,3785.728
1993-1993,China,China,1170626176.0,3508947910656.0,101.305,2049.92,0.0,30.778,1013.113,356.027,88791.211,3619.209,China,1183813376.0,3755037425664.0,122.445,2114.715,0.0,30.239,1054.941,385.793,92576.938,3785.728,4008.885
1994-1994,China,China,1183813376.0,3755037425664.0,122.445,2114.715,0.0,30.239,1054.941,385.793,92576.938,3785.728,China,1195855616.0,4126169366528.0,142.774,2228.745,0.0,35.728,1087.234,428.549,96585.828,4008.885,4303.095
1995-1995,China,China,1195855616.0,4126169366528.0,142.774,2228.745,0.0,35.728,1087.234,428.549,96585.828,4008.885,China,1207286656.0,4438753280000.0,164.377,2380.586,3.737,41.568,1199.356,423.712,100888.922,4303.095,4453.87
1996-1996,China,China,1207286656.0,4438753280000.0,164.377,2380.586,3.737,41.568,1199.356,423.712,100888.922,4303.095,China,1218144384.0,4810000039936.0,184.637,2569.754,3.728,42.436,1092.233,468.23,105342.797,4453.87,4652.544
1997-1997,China,China,1218144384.0,4810000039936.0,184.637,2569.754,3.728,42.436,1092.233,468.23,105342.797,4453.87,China,1228298880.0,5127589593088.0,192.853,2660.401,5.584,44.47,1143.726,510.622,109995.336,4652.544,4659.896
1998-1998,China,China,1228298880.0,5127589593088.0,192.853,2660.401,5.584,44.47,1143.726,510.622,109995.336,4652.544,China,1237801472.0,5291339415552.0,202.874,2609.556,5.425,44.159,1144.301,557.961,114655.234,4659.896,4430.843
1999-1999,China,China,1237801472.0,5291339415552.0,202.874,2609.556,5.425,44.159,1144.301,557.961,114655.234,4659.896,China,1246836096.0,5338703069184.0,211.369,2444.771,4.132,50.501,1066.255,559.262,119086.07,4430.843,4461.806
2000-2000,China,China,1246836096.0,5338703069184.0,211.369,2444.771,4.132,50.501,1066.255,559.262,119086.07,4430.843,China,1255433216.0,5578502963200.0,228.322,2580.992,4.433,54.572,904.531,596.751,123547.875,4461.806,4320.913
2001-2001,China,China,1255433216.0,5578502963200.0,228.322,2580.992,4.433,54.572,904.531,596.751,123547.875,4461.806,China,1264099072.0,5952682590208.0,244.388,2601.737,4.737,59.796,671.712,648.686,127868.797,4320.913,4308.903
2002-2002,China,China,1264099072.0,5952682590208.0,244.388,2601.737,4.737,59.796,671.712,648.686,127868.797,4320.913,China,1272739584.0,6329737412608.0,270.828,2637.655,4.783,67.157,580.39,659.3,132177.703,4308.903,4596.373
2003-2003,China,China,1272739584.0,6329737412608.0,270.828,2637.655,4.783,67.157,580.39,659.3,132177.703,4308.903,China,1280926080.0,6814493573120.0,282.688,3018.634,4.486,53.993,493.33,653.086,136774.062,4596.373,5362.1
2004-2004,China,China,1280926080.0,6814493573120.0,282.688,3018.634,4.486,53.993,493.33,653.086,136774.062,4596.373,China,1288873344.0,7248623435776.0,353.679,3601.712,5.18,60.745,520.981,727.099,142136.156,5362.1,5825.695
2005-2005,China,China,1288873344.0,7248623435776.0,353.679,3601.712,5.18,60.745,520.981,727.099,142136.156,5362.1,China,1296816768.0,7830953263104.0,368.396,3835.288,5.192,71.521,608.344,839.093,147961.875,5825.695,6268.588
2006-2006,China,China,1296816768.0,7830953263104.0,368.396,3835.288,5.192,71.521,608.344,839.093,147961.875,5825.695,China,1304887552.0,8602939555840.0,411.649,4424.39,5.588,84.957,386.445,850.173,154230.453,6268.588,6898.949
2007-2007,China,China,1304887552.0,8602939555840.0,411.649,4424.39,5.588,84.957,386.445,850.173,154230.453,6268.588,China,1313086592.0,9489543593984.0,470.087,4905.374,5.534,103.753,404.611,898.534,161129.391,6898.949,7342.994
2008-2008,China,China,1313086592.0,9489543593984.0,470.087,4905.374,5.534,103.753,404.611,898.534,161129.391,6898.949,China,1321513216.0,10358205972480.0,514.981,5289.904,4.965,129.515,359.417,927.351,168472.391,7342.994,7854.141
2009-2009,China,China,1321513216.0,10358205972480.0,514.981,5289.904,4.965,129.515,359.417,927.351,168472.391,7342.994,China,1330167168.0,10799147909120.0,525.924,5729.474,4.666,149.674,352.643,970.117,176326.547,7854.141,8248.937
2010-2010,China,China,1330167168.0,10799147909120.0,525.924,5729.474,4.666,149.674,352.643,970.117,176326.547,7854.141,China,1339125632.0,11572544012288.0,583.56,6028.5,4.557,164.404,357.847,982.348,184575.469,8248.937,8631.894
2011-2011,China,China,1339125632.0,11572544012288.0,583.56,6028.5,4.557,164.404,357.847,982.348,184575.469,8248.937,China,1348191360.0,12858808074240.0,639.592,6568.793,3.974,199.585,11.268,1092.572,193207.375,8631.894,9593.182
2012-2012,China,China,1348191360.0,12858808074240.0,639.592,6568.793,3.974,199.585,11.268,1092.572,193207.375,8631.894,China,1357095424.0,13691527364608.0,708.564,7309.786,3.853,245.99,60.772,1123.859,202800.547,9593.182,9837.238
2013-2013,China,China,1357095424.0,13691527364608.0,708.564,7309.786,3.853,245.99,60.772,1123.859,202800.547,9593.182,China,1366560768.0,14773157625856.0,714.782,7464.806,3.733,277.599,57.883,1176.712,212637.797,9837.238,10002.81
2014-2014,China,China,1366560768.0,14773157625856.0,714.782,7464.806,3.733,277.599,57.883,1176.712,212637.797,9837.238,China,1376100352.0,15925464006656.0,748.323,7493.454,3.632,320.127,46.434,1234.622,222640.609,10002.81,10441.911
2015-2015,China,China,1376100352.0,15925464006656.0,748.323,7493.454,3.632,320.127,46.434,1234.622,222640.609,10002.81,China,1385189632.0,17103948087296.0,778.627,7425.067,3.93,370.222,443.237,1255.605,233082.5,10441.911,10242.954
2016-2016,China,China,1385189632.0,17103948087296.0,778.627,7425.067,3.93,370.222,443.237,1255.605,233082.5,10441.911,China,1393715456.0,18301224747008.0,721.995,7266.979,3.901,380.052,376.002,1328.805,243325.469,10242.954,9978.354
2017-2017,China,China,1393715456.0,18301224747008.0,721.995,7266.979,3.901,380.052,376.002,1328.805,243325.469,10242.954,China,1401889664.0,19545710395392.0,743.044,7071.404,3.09,421.726,213.326,1357.838,253303.812,9978.354,10472.555
2018-2018,China,China,1401889664.0,19545710395392.0,743.044,7071.404,3.09,421.726,213.326,1357.838,253303.812,9978.354,China,1410275968.0,20894363680768.0,758.185,7163.318,2.969,486.359,461.403,1430.587,263776.375,10472.555,11050.448
2019-2019,China,China,1410275968.0,20894363680768.0,758.185,7163.318,2.969,486.359,461.403,1430.587,263776.375,10472.555,China,1417069440.0,22294286041088.0,786.745,7316.4,3.408,575.369,696.514,1500.474,274826.812,11050.448,11471.032
2020-2020,China,China,1417069440.0,22294286041088.0,786.745,7316.4,3.408,575.369,696.514,1500.474,274826.812,11050.448,China,1421864064.0,23631939764224.0,826.876,7523.17,3.839,630.171,749.99,1559.728,286297.844,11471.032,11743.429
2021-2021,China,China,1421864064.0,23631939764224.0,826.876,7523.17,3.839,630.171,749.99,1559.728,286297.844,11471.032,China,1424929792.0,24151844716544.0,858.233,7679.546,5.17,676.473,829.416,1523.052,298041.281,11743.429,12240.529
2022-2022,China,China,1424929792.0,24151844716544.0,858.233,7679.546,5.17,676.473,829.416,1523.052,298041.281,11743.429,China,1425893504.0,26180600201216.0,851.974,7979.436,4.812,764.102,904.296,1564.37,310281.781,12240.529,12378.281
1923-1923,Colombia,Colombia,6429040.0,11275606016.0,0.0,0.0,0.0,0.0,210.367,0.029,210.396,210.396,Colombia,6586195.0,12103689216.0,0.0,0.0,0.0,0.0,222.319,0.143,432.858,222.462,215.139
1924-1924,Colombia,Colombia,6586195.0,12103689216.0,0.0,0.0,0.0,0.0,222.319,0.143,432.858,222.462,Colombia,6747518.0,12948370432.0,0.0,0.0,0.0,0.0,214.952,0.187,647.997,215.139,220.341
1925-1925,Colombia,Colombia,6747518.0,12948370432.0,0.0,0.0,0.0,0.0,214.952,0.187,647.997,215.139,Colombia,6912793.0,13763999744.0,0.0,0.0,0.0,0.0,220.144,0.198,868.339,220.341,222.49
1926-1926,Colombia,Colombia,6912793.0,13763999744.0,0.0,0.0,0.0,0.0,220.144,0.198,868.339,220.341,Colombia,7082116.0,14122000384.0,0.0,0.0,0.0,0.0,222.046,0.443,1090.828,222.49,224.262
1927-1927,Colombia,Colombia,7082116.0,14122000384.0,0.0,0.0,0.0,0.0,222.046,0.443,1090.828,222.49,Colombia,7255586.0,15471047680.0,0.0,0.0,0.0,0.0,223.415,0.846,1315.09,224.262,225.394
1928-1928,Colombia,Colombia,7255586.0,15471047680.0,0.0,0.0,0.0,0.0,223.415,0.846,1315.09,224.262,Colombia,7433305.0,16868370432.0,0.0,0.0,0.0,0.0,224.57,0.824,1540.484,225.394,229.293
1929-1929,Colombia,Colombia,7433305.0,16868370432.0,0.0,0.0,0.0,0.0,224.57,0.824,1540.484,225.394,Colombia,7615377.0,18107000832.0,0.0,0.264,0.0,0.0,227.944,1.085,1769.777,229.293,224.602
1930-1930,Colombia,Colombia,7615377.0,18107000832.0,0.0,0.264,0.0,0.0,227.944,1.085,1769.777,229.293,Colombia,7786555.0,18762579968.0,0.0,0.264,0.0,0.0,223.312,1.026,1994.378,224.602,199.477
1931-1931,Colombia,Colombia,7786555.0,18762579968.0,0.0,0.264,0.0,0.0,223.312,1.026,1994.378,224.602,Colombia,7946343.0,18597900288.0,0.0,0.265,0.0,0.0,198.825,0.387,2193.856,199.477,183.167
1932-1932,Colombia,Colombia,7946343.0,18597900288.0,0.0,0.265,0.0,0.0,198.825,0.387,2193.856,199.477,Colombia,8094230.0,18484772864.0,0.0,0.0,0.0,0.0,182.838,0.33,2377.023,183.167,180.669
1933-1933,Colombia,Colombia,8094230.0,18484772864.0,0.0,0.0,0.0,0.0,182.838,0.33,2377.023,183.167,Colombia,8229689.0,19522535424.0,0.0,0.0,0.0,0.0,180.588,0.081,2557.692,180.669,171.43
1934-1934,Colombia,Colombia,8229689.0,19522535424.0,0.0,0.0,0.0,0.0,180.588,0.081,2557.692,180.669,Colombia,8352177.0,20617314304.0,0.0,0.238,0.0,0.0,170.895,0.297,2729.122,171.43,174.131
1935-1935,Colombia,Colombia,8352177.0,20617314304.0,0.0,0.238,0.0,0.0,170.895,0.297,2729.122,171.43,Colombia,8476488.0,20183166976.0,0.036,0.667,0.0,0.0,173.395,0.033,2903.253,174.131,165.476
1936-1936,Colombia,Colombia,8476488.0,20183166976.0,0.036,0.667,0.0,0.0,173.395,0.033,2903.253,174.131,Colombia,8602649.0,22447853568.0,0.036,1.004,0.0,0.986,163.072,0.377,3068.729,165.476,164.103
1937-1937,Colombia,Colombia,8602649.0,22447853568.0,0.036,1.004,0.0,0.986,163.072,0.377,3068.729,165.476,Colombia,8730688.0,23624439808.0,0.051,1.043,0.0,1.017,161.319,0.673,3232.832,164.103,164.0
1938-1938,Colombia,Colombia,8730688.0,23624439808.0,0.051,1.043,0.0,1.017,161.319,0.673,3232.832,164.103,Colombia,8860633.0,23999809536.0,0.062,0.896,0.0,1.025,161.216,0.801,3396.832,164.0,162.293
