year,country,population,gdp,temperature_change_from_co2,cement_co2,coal_co2,flaring_co2,gas_co2,land_use_change_co2,oil_co2,co2,country_order
1998,Chiny,1250847121.0,5338703069184.0,0.051,211.369,2444.771,4.132,50.501,851.683,559.262,4216.271,1
1999,Chiny,1260176650.0,5578502963200.0,0.053,228.322,2580.992,4.433,54.572,782.355,596.751,4339.629,1
2000,Chiny,1269581164.0,5952682590208.0,0.054,244.388,2601.762,4.737,59.796,610.168,648.686,4259.395,1
2001,Chiny,1278725057.0,6329737412608.0,0.056,270.828,2637.651,4.783,67.157,492.668,659.3,4221.178,1
2002,Chiny,1286866839.0,6814493573120.0,0.058,282.688,3018.637,4.486,53.993,385.644,653.086,4488.691,1
2003,Chiny,1294517315.0,7248623435776.0,0.06,353.679,3601.712,5.18,60.745,351.397,727.099,5192.516,1
2004,Chiny,1302100319.0,7830953263104.0,0.063,368.396,3835.288,5.192,71.521,362.403,839.093,5579.754,1
2005,Chiny,1310027138.0,8602939555840.0,0.065,411.649,4424.353,5.588,84.957,325.656,850.173,6207.762,1
2006,Chiny,1318054037.0,9489543593984.0,0.068,470.087,4905.367,5.534,103.753,329.761,898.534,6824.091,1
2007,Chiny,1325813580.0,10358205972480.0,0.071,514.981,5289.875,4.965,129.515,311.211,927.351,7294.759,1
2008,Chiny,1333821009.0,10799147909120.0,0.075,525.924,5729.473,4.666,149.674,313.299,970.118,7814.796,1
2009,Chiny,1342522709.0,11572544012288.0,0.078,583.56,6028.489,4.557,164.404,320.857,982.348,8211.936,1
2010,Chiny,1351561511.0,12858808074240.0,0.082,639.592,6568.743,3.974,199.585,-41.239,1092.571,8579.337,1
2011,Chiny,1360250657.0,13691527364608.0,0.086,708.564,7309.709,3.853,245.99,17.009,1123.859,9549.341,1
2012,Chiny,1369520865.0,14773157625856.0,0.091,714.782,7464.744,3.733,277.599,16.146,1176.712,9795.438,1
2013,Chiny,1379008046.0,15925464006656.0,0.095,748.323,7493.408,3.632,320.127,17.266,1234.621,9973.596,1
2014,Chiny,1387951973.0,17103948087296.0,0.1,770.284,7424.993,3.93,370.222,-130.691,1255.605,9859.565,1
2015,Chiny,1396134164.0,18301224747008.0,0.104,718.559,7266.92,3.901,380.052,-34.488,1328.805,9828.97,1
2016,Chiny,1404052626.0,19545710395392.0,0.108,740.776,7071.355,3.09,421.726,-143.776,1357.838,9618.938,1
2017,Chiny,1412354742.0,20894363680768.0,0.113,753.439,7163.255,2.969,486.359,-179.566,1430.587,9826.776,1
2018,Chiny,1419008963.0,22294286041088.0,0.117,765.836,7316.367,3.408,575.369,-176.319,1500.474,10156.673,1
2019,Chiny,1423520354.0,23631939764224.0,0.122,819.965,7523.024,3.839,630.171,-225.761,1559.728,10488.223,1
2020,Chiny,1426106083.0,24151844716544.0,0.127,849.976,7679.484,5.17,676.473,-252.038,1523.052,10653.655,1
2021,Chiny,1426437276.0,26180600201216.0,0.132,843.777,8141.342,4.812,765.333,-278.678,1521.11,11169.235,1
2022,Chiny,1425179562.0,26966017179648.0,0.137,756.02,8168.899,4.678,760.059,-286.079,1489.342,11064.459,1
1950,Rosja,103392365.0,337495949312.0,0.028,3.203,329.785,0.0,7.932,172.889,74.14,587.95,2
1951,Rosja,104844658.0,357746835456.0,0.028,3.776,357.49,0.0,8.585,305.134,79.981,754.967,2
1952,Rosja,106326385.0,388546134016.0,0.029,4.292,378.453,0.0,8.74,378.318,90.216,860.019,2
1953,Rosja,107851683.0,413093789696.0,0.029,4.854,395.87,0.0,9.381,478.496,99.507,988.108,2
1954,Rosja,109463247.0,448712376320.0,0.03,5.769,430.168,0.0,10.245,589.321,110.392,1145.896,2
1955,Rosja,111160997.0,479242190848.0,0.03,6.824,483.342,0.0,12.267,669.551,128.668,1300.652,2
1956,Rosja,112909102.0,520877113344.0,0.031,7.538,518.653,0.0,16.52,735.047,149.231,1426.989,2
1957,Rosja,114730333.0,555636948992.0,0.032,8.754,554.32,0.0,25.726,795.386,168.4,1552.587,2
1958,Rosja,116588765.0,594634014720.0,0.032,10.081,571.906,0.0,38.193,635.584,188.044,1443.808,2
1959,Rosja,118293890.0,628321091584.0,0.033,11.728,584.273,0.0,48.555,1218.364,205.183,2068.103,2
1960,Rosja,119934143.0,664792989696.0,0.034,13.752,585.452,0.0,61.665,761.538,223.832,1646.24,2
1961,Rosja,121604309.0,712659173376.0,0.034,15.351,575.213,0.0,79.863,888.604,241.945,1800.977,2
1962,Rosja,123111720.0,765404315648.0,0.035,17.286,571.186,0.0,99.131,540.436,269.987,1498.025,2
1963,Rosja,124449752.0,795991080960.0,0.036,18.382,592.184,0.0,121.251,491.303,295.157,1518.277,2
1964,Rosja,125630155.0,847772254208.0,0.036,19.544,609.542,0.0,147.216,440.471,315.912,1532.684,2
1965,Rosja,126634209.0,894393909248.0,0.037,21.768,630.075,0.0,170.229,431.053,336.566,1589.692,2
1966,Rosja,127533631.0,957776855040.0,0.038,24.033,651.286,0.0,188.619,413.906,359.643,1637.487,2
1967,Rosja,128342646.0,1018164346880.0,0.039,25.441,656.027,0.0,206.293,420.895,391.679,1700.334,2
1968,Rosja,129065047.0,1081402654720.0,0.039,26.244,648.753,0.0,223.343,430.399,417.056,1745.795,2
1969,Rosja,129762192.0,1109530247168.0,0.04,26.905,657.706,0.0,238.847,407.717,446.44,1777.616,2
1970,Rosja,130367189.0,1202686787584.0,0.041,28.511,702.835,0.0,221.795,575.29,487.633,2016.063,2
1971,Rosja,130987109.0,1253060902912.0,0.042,29.732,716.493,13.181,250.638,380.073,518.91,1909.027,2
1972,Rosja,131726417.0,1289356574720.0,0.043,30.598,738.373,12.604,263.591,346.044,563.489,1954.699,2
1973,Rosja,132475153.0,1390779301888.0,0.044,31.799,745.921,14.985,278.547,437.72,605.342,2114.313,2
1974,Rosja,133259154.0,1440623099904.0,0.045,33.098,747.388,16.44,295.138,376.281,648.372,2116.718,2
1975,Rosja,134136099.0,1499251212288.0,0.046,34.726,769.572,18.251,321.877,329.839,685.026,2159.29,2
1976,Rosja,135080691.0,1545586606080.0,0.047,35.141,789.717,20.254,353.686,397.12,701.113,2297.031,2
1977,Rosja,136040973.0,1593194971136.0,0.048,35.725,802.148,21.858,379.119,404.78,725.683,2369.314,2
1978,Rosja,136979086.0,1623481384960.0,0.049,35.483,797.389,23.484,397.568,403.417,778.078,2435.419,2
1979,Rosja,137816542.0,1639588429824.0,0.05,34.176,797.952,12.728,422.814,331.451,781.185,2380.306,2
1980,Rosja,138572628.0,1696830062592.0,0.051,34.527,840.963,12.77,441.376,483.707,799.832,2613.175,2
1981,Rosja,139351496.0,1717132197888.0,0.052,34.801,761.391,12.674,472.646,396.14,807.411,2485.063,2
1982,Rosja,140247744.0,1727461064704.0,0.053,33.545,771.454,12.608,500.028,328.891,810.67,2457.196,2
1983,Rosja,141331277.0,1761922514944.0,0.054,34.445,765.431,12.398,536.445,356.236,809.773,2514.728,2
1984,Rosja,142464237.0,1769234759680.0,0.055,34.661,760.126,12.21,580.162,363.661,790.501,2541.32,2
1985,Rosja,143569388.0,1795626500096.0,0.056,34.497,866.02,13.02,636.963,358.032,798.035,2706.567,2
1986,Rosja,144807816.0,1840205266944.0,0.057,35.353,893.978,11.393,603.894,352.382,804.309,2701.31,2
1987,Rosja,146147382.0,1838644461568.0,0.059,35.642,900.889,10.45,701.871,369.05,709.069,2726.97,2
1988,Rosja,147364493.0,1868131598336.0,0.06,35.871,916.013,22.982,750.139,379.132,711.931,2816.067,2
1989,Rosja,148281863.0,1881091604480.0,0.061,35.794,882.512,22.41,749.211,290.563,714.899,2695.388,2
1990,Rosja,148979538.0,1834865131520.0,0.062,34.609,754.207,33.222,788.193,315.962,888.24,2852.21,2
1991,Rosja,149448434.0,1782589423616.0,0.063,32.837,705.395,33.629,754.959,298.399,844.452,2705.155,2
1992,Rosja,148915993.0,1557839216640.0,0.064,26.717,521.601,27.375,774.35,186.755,585.385,2153.259,2
1993,Rosja,148135419.0,1453307985920.0,0.065,21.995,507.516,22.063,781.669,75.205,509.992,1941.934,2
1994,Rosja,148200736.0,1297672699904.0,0.066,16.475,454.67,18.667,732.937,101.053,406.8,1748.718,2
1995,Rosja,148291405.0,1274033471488.0,0.067,16.646,479.041,19.977,699.582,-5.101,386.793,1614.626,2
1996,Rosja,148084580.0,1256336523264.0,0.068,12.723,477.466,20.154,699.775,483.438,361.332,2070.26,2
1997,Rosja,147853772.0,1303661510656.0,0.068,12.273,411.997,21.843,669.233,75.854,352.956,1558.098,2
1998,Rosja,147635542.0,1263722561536.0,0.069,11.923,400.631,21.849,673.399,2.436,345.571,1467.69,2
1999,Rosja,147241973.0,1375023529984.0,0.07,13.173,407.464,23.633,686.577,52.345,350.395,1546.524,2
2000,Rosja,146717784.0,1547057496064.0,0.07,15.113,427.01,23.764,681.631,-6.453,317.516,1472.69,2
2001,Rosja,146117290.0,1662886739968.0,0.071,15.863,445.476,24.348,693.223,-73.673,323.3,1441.974,2
2002,Rosja,145939502.0,1781424717824.0,0.072,17.116,424.116,34.816,702.703,-91.299,314.772,1415.489,2
2003,Rosja,145794231.0,1955876044800.0,0.072,18.666,425.963,34.543,735.376,-22.494,308.711,1514.525,2
2004,Rosja,145180094.0,2143914688512.0,0.073,20.915,416.376,39.638,743.405,19.882,309.318,1563.839,2
2005,Rosja,144597888.0,2331247116288.0,0.074,22.256,417.916,41.53,746.183,-34.582,320.02,1527.995,2
2006,Rosja,144102949.0,2576148332544.0,0.074,24.545,437.859,42.157,766.955,44.416,335.529,1667.418,2
2007,Rosja,143859769.0,2858759225344.0,0.075,27.645,423.047,50.868,779.354,54.362,326.463,1678.144,2
2008,Rosja,143811835.0,3078094323712.0,0.076,23.625,451.93,36.625,779.724,61.027,343.698,1713.092,2
2009,Rosja,143869130.0,2903690444800.0,0.077,19.746,419.075,38.288,732.688,193.348,323.009,1738.382,2
2010,Rosja,143934468.0,3105249296384.0,0.077,22.723,419.276,47.87,794.593,395.009,333.87,2027.792,2
2011,Rosja,144043751.0,3306765942784.0,0.078,25.129,430.352,51.561,817.72,77.669,346.176,1763.578,2
2012,Rosja,144291024.0,3439833120768.0,0.079,26.332,445.326,52.928,807.072,376.653,353.791,2077.921,2
2013,Rosja,144604102.0,3500216680448.0,0.08,27.281,408.194,48.828,782.85,238.872,357.04,1879.309,2
2014,Rosja,144925638.0,3525987794944.0,0.081,26.453,397.222,38.466,775.338,106.93,385.79,1746.89,2
2015,Rosja,145307611.0,3456429719552.0,0.082,23.171,417.405,33.023,739.506,399.949,408.673,2038.625,2
2016,Rosja,145778669.0,3463124090880.0,0.082,20.432,405.877,36.218,753.005,411.833,403.595,2046.718,2
2017,Rosja,146186800.0,3526353747968.0,0.083,20.512,389.27,41.926,780.664,377.208,417.49,2043.329,2
2018,Rosja,146430147.0,3625347448832.0,0.084,20.091,401.062,49.438,828.859,372.468,395.445,2084.962,2
2019,Rosja,146533063.0,3705035816960.0,0.085,20.306,395.101,62.655,807.388,218.801,402.824,1923.832,2
2020,Rosja,146371293.0,3606716612608.0,0.086,20.581,367.669,59.115,784.291,306.398,384.939,1939.328,2
2021,Rosja,145836172.0,3809571241984.0,0.087,22.158,382.146,60.216,854.064,335.347,376.578,2047.341,2
2022,Rosja,145579890.0,3731440795648.0,0.088,22.48,428.488,60.216,887.432,402.283,386.742,2204.473,2
2023,Rosja,145440504.0,3731440795648.0,0.089,23.224,427.636,60.216,897.26,400.788,390.757,2216.713,2
1928,Brazylia,32468862.0,48093126656.0,0.005,0.044,6.04,0.0,0.0,473.597,0.0,479.68,3
1929,Brazylia,33134257.0,48189710336.0,0.005,0.047,6.29,0.0,0.0,474.116,0.0,480.453,3
1930,Brazylia,33813213.0,45316800512.0,0.005,0.044,5.744,0.0,0.0,324.011,0.0,329.799,3
1931,Brazylia,34506006.0,44327264256.0,0.005,0.084,4.689,0.0,0.0,259.182,0.0,263.955,3
1932,Brazylia,35212919.0,45863583744.0,0.005,0.073,4.708,0.0,0.0,260.066,0.0,264.846,3
1933,Brazylia,35934239.0,49478451200.0,0.005,0.109,5.068,0.0,0.0,240.781,0.0,245.959,3
1934,Brazylia,36670335.0,53550284800.0,0.005,0.16,4.998,0.0,0.0,224.855,0.0,230.013,3
1935,Brazylia,37421510.0,55056297984.0,0.005,0.182,5.189,0.0,0.0,198.312,0.007,203.691,3
1936,Brazylia,38188072.0,60316401664.0,0.006,0.24,5.337,0.0,0.0,201.857,0.04,207.474,3
1937,Brazylia,38970337.0,62286069760.0,0.006,0.283,6.331,0.0,0.0,187.295,0.117,194.027,3
1938,Brazylia,39768626.0,64865640448.0,0.006,0.305,6.727,0.0,0.0,190.778,0.147,197.958,3
1939,Brazylia,40633684.0,65550204928.0,0.006,0.345,5.141,0.0,0.0,181.0,0.128,186.614,3
1940,Brazylia,41568218.0,66193539072.0,0.006,0.367,5.137,0.0,0.0,322.751,0.15,328.406,3
1941,Brazylia,42575027.0,70802128896.0,0.006,0.378,5.76,0.0,0.0,388.116,0.143,394.396,3
1942,Brazylia,43657003.0,68221296640.0,0.006,0.37,5.445,0.0,0.004,420.405,0.048,426.272,3
1943,Brazylia,44817135.0,77735960576.0,0.007,0.37,5.962,0.0,0.011,436.81,0.132,443.285,3
1944,Brazylia,46008096.0,80576684032.0,0.007,0.4,5.408,0.0,0.007,456.147,0.081,462.043,3
1945,Brazylia,47230706.0,82817277952.0,0.007,0.382,6.375,0.0,0.004,465.941,0.062,472.764,3
1946,Brazylia,48485805.0,91503345664.0,0.007,0.407,6.892,0.0,0.018,479.83,0.143,487.29,3
1947,Brazylia,49774257.0,94744731648.0,0.007,0.451,8.427,0.0,0.004,489.649,0.066,498.596,3
1948,Brazylia,51096948.0,103940636672.0,0.007,0.549,7.233,0.0,0.007,495.133,0.059,502.98,3
1949,Brazylia,52489682.0,111894872064.0,0.008,0.632,6.68,0.0,0.011,505.113,0.044,512.48,3
1950,Brazylia,53408551.0,119498719232.0,0.008,0.687,6.383,0.007,0.004,680.558,12.579,700.217,3
1951,Brazylia,55018849.0,125334814720.0,0.008,0.72,6.276,0.015,0.004,763.32,14.645,784.98,3
1952,Brazylia,56694871.0,134544285696.0,0.008,0.799,6.008,0.015,0.004,812.227,18.108,837.161,3
1953,Brazylia,58433756.0,140888047616.0,0.009,1.003,5.62,0.051,0.007,846.222,18.537,871.441,3
1954,Brazylia,60235123.0,151832723456.0,0.009,1.236,5.752,0.125,0.015,881.484,22.549,911.16,3
1955,Brazylia,62101394.0,165244239872.0,0.009,1.37,5.862,0.121,0.015,902.561,26.656,936.585,3
1956,Brazylia,64033997.0,170024681472.0,0.01,1.617,5.071,0.165,0.018,933.805,29.737,970.413,3
1957,Brazylia,66031498.0,183084417024.0,0.01,1.679,5.027,0.18,0.033,956.272,29.056,992.246,3
1958,Brazylia,68092148.0,202937286656.0,0.011,1.872,3.95,0.311,0.066,986.254,32.855,1025.308,3
1959,Brazylia,70214470.0,222726635520.0,0.011,1.897,4.107,0.447,0.092,1020.95,32.474,1059.967,3
1960,Brazylia,72388123.0,243618988032.0,0.011,2.21,4.965,0.546,0.114,1074.96,39.018,1121.812,3
1961,Brazylia,74605442.0,264690925568.0,0.012,2.321,4.679,0.55,0.114,1120.992,41.472,1170.128,3
1962,Brazylia,76865320.0,282182189056.0,0.012,2.489,5.668,0.52,0.11,1162.811,44.826,1216.424,3
1963,Brazylia,79164239.0,283741028352.0,0.013,2.534,5.419,0.495,0.165,1183.874,46.91,1239.397,3
1964,Brazylia,81488598.0,293385633792.0,0.013,2.74,6.17,0.557,0.161,1200.179,46.999,1256.805,3
1965,Brazylia,83817586.0,300547047424.0,0.014,2.726,6.944,0.649,0.194,1207.243,45.766,1263.522,3
1966,Brazylia,86139354.0,320583729152.0,0.014,2.922,8.365,0.773,0.245,1226.962,51.857,1291.125,3
1967,Brazylia,88446120.0,334149091328.0,0.015,3.085,8.123,0.843,0.256,1210.951,53.725,1276.984,3
1968,Brazylia,90741242.0,366804795392.0,0.015,3.493,8.533,0.989,0.231,1224.654,63.978,1301.878,3
1969,Brazylia,93045769.0,401601724416.0,0.016,3.741,9.416,1.275,0.234,1215.327,69.422,1299.415,3
1970,Brazylia,95375656.0,443496726528.0,0.016,4.288,8.904,1.887,0.154,1246.819,78.255,1340.308,3
1971,Brazylia,97739280.0,493683376128.0,0.017,4.669,8.984,1.381,0.249,1221.456,87.053,1323.793,3
1972,Brazylia,100146796.0,552789540864.0,0.018,5.422,9.373,1.224,0.275,1248.272,97.726,1362.291,3
1973,Brazylia,102600971.0,629980135424.0,0.018,6.382,9.01,0.927,0.377,1250.405,115.365,1382.466,3
1974,Brazylia,105089675.0,681263693824.0,0.019,7.107,9.541,0.839,0.692,1262.908,124.836,1405.924,3
1975,Brazylia,107619568.0,716641599488.0,0.019,7.973,11.062,0.806,0.78,1291.285,129.706,1441.611,3
1976,Brazylia,110213352.0,790037659648.0,0.02,9.121,11.52,0.843,0.916,1319.929,132.208,1474.536,3
1977,Brazylia,112875286.0,828975480832.0,0.02,10.062,15.055,0.821,1.132,1346.637,135.293,1509.0,3
1978,Brazylia,115600942.0,870261981184.0,0.021,11.438,17.708,1.019,1.484,1385.15,145.469,1562.267,3
1979,Brazylia,118380820.0,929101316096.0,0.022,12.014,18.463,1.154,1.63,1423.506,154.526,1611.293,3
1980,Brazylia,121207450.0,1014791995392.0,0.022,12.803,19.987,1.308,1.883,1487.49,150.21,1673.681,3
1981,Brazylia,124063113.0,971272355840.0,0.023,12.64,19.723,1.748,1.685,1486.089,135.528,1657.413,3
1982,Brazylia,126923156.0,978935414784.0,0.023,12.244,21.552,2.129,2.382,1549.507,133.194,1721.007,3
1983,Brazylia,129790082.0,950507864064.0,0.024,9.803,23.926,3.052,3.378,1524.597,125.74,1690.497,3
1984,Brazylia,132658862.0,1001891233792.0,0.025,8.737,28.997,3.602,4.17,1946.298,122.062,2113.866,3
1985,Brazylia,135515593.0,1080097308672.0,0.025,9.281,34.871,3.448,4.994,1398.428,127.517,1578.538,3
1986,Brazylia,138336371.0,1160963031040.0,0.026,11.122,35.123,2.631,5.987,1561.085,142.376,1758.324,3
1987,Brazylia,141104946.0,1201712922624.0,0.027,11.299,40.234,2.253,6.639,1525.476,145.541,1731.443,3
1988,Brazylia,143826358.0,1200534716416.0,0.027,11.125,39.776,2.301,6.841,1477.138,147.652,1684.833,3
1989,Brazylia,146502977.0,1238775496704.0,0.028,11.141,39.93,2.114,7.306,1431.484,151.58,1643.555,3
1990,Brazylia,149143224.0,1185475198976.0,0.028,11.062,37.095,7.554,7.484,1465.446,151.775,1684.104,3
1991,Brazylia,151724253.0,1213090103296.0,0.029,11.776,42.466,7.361,7.336,1462.714,156.7,1692.108,3
1992,Brazylia,154275077.0,1221828542464.0,0.03,9.77,41.203,7.445,7.983,1544.537,163.252,1778.138,3
1993,Brazylia,156794574.0,1298220843008.0,0.03,10.164,42.343,7.576,8.73,1454.102,171.252,1698.408,3
1994,Brazylia,159265011.0,1391783968768.0,0.031,10.086,43.667,8.004,8.985,1843.897,179.162,2097.899,3
1995,Brazylia,161735079.0,1468835168256.0,0.032,11.528,45.582,7.514,9.603,1776.839,190.347,2045.516,3
1996,Brazylia,164202549.0,1520364945408.0,0.033,13.884,46.468,7.821,10.608,1689.708,206.281,1979.019,3
1997,Brazylia,166661663.0,1591956078592.0,0.034,15.267,47.044,8.604,11.863,1781.997,219.833,2088.946,3
1998,Brazylia,169159651.0,1617675812864.0,0.035,16.175,45.591,9.463,12.411,2020.53,229.578,2337.889,3
1999,Brazylia,171641544.0,1645888012288.0,0.036,16.439,46.805,10.123,14.069,2052.486,235.468,2379.742,3
2000,Brazylia,174018276.0,1739727962112.0,0.037,16.047,50.46,10.737,18.442,1853.493,239.488,2193.676,3
2001,Brazylia,176301200.0,1785513115648.0,0.037,15.227,49.427,11.721,23.186,1748.738,241.795,2094.904,3
2002,Brazylia,178503483.0,1861742362624.0,0.038,14.39,48.689,11.218,29.293,1894.475,239.219,2242.24,3
2003,Brazylia,180622688.0,1904932683776.0,0.04,13.096,51.933,11.199,30.919,2805.237,232.434,3149.882,3
2004,Brazylia,182675143.0,2038447996928.0,0.041,13.273,53.833,10.84,38.215,2199.537,239.768,2560.971,3
2005,Brazylia,184688101.0,2129214439424.0,0.042,14.349,50.948,13.877,39.619,1915.187,240.221,2279.558,3
2006,Brazylia,186653099.0,2240805339136.0,0.043,15.44,50.838,12.882,42.053,1722.686,242.249,2091.557,3
2007,Brazylia,188552310.0,2405626806272.0,0.043,17.2,54.989,13.469,43.246,1515.936,256.003,1906.509,3
2008,Brazylia,190367297.0,2559842713600.0,0.044,18.884,55.315,14.207,51.303,1346.411,267.239,1759.048,3
2009,Brazylia,192079956.0,2589568270336.0,0.045,19.031,43.586,18.434,40.959,1130.222,262.705,1519.997,3
2010,Brazylia,193701931.0,2820492492800.0,0.046,21.288,56.688,15.214,55.049,1002.99,286.08,1443.259,3
2011,Brazylia,195284736.0,2968454955008.0,0.047,22.845,62.292,14.12,53.101,1000.087,303.885,1462.667,3
2012,Brazylia,196876114.0,3025484382208.0,0.047,24.998,61.016,14.761,63.397,1149.652,327.734,1647.961,3
2013,Brazylia,198478291.0,3116394610688.0,0.048,26.652,65.604,16.634,74.704,1212.565,342.338,1744.983,3
2014,Brazylia,200085126.0,3132099919872.0,0.049,26.908,69.034,17.642,81.286,1231.391,356.753,1789.292,3
2015,Brazylia,201675534.0,3021043138560.0,0.05,25.082,69.452,17.604,80.465,1248.695,330.359,1778.048,3
2016,Brazylia,203218108.0,2922076176384.0,0.05,22.415,63.831,17.505,69.666,1149.545,312.939,1642.293,3
2017,Brazylia,204703440.0,2960731668480.0,0.051,20.217,67.322,17.505,70.688,1023.874,316.143,1522.14,3
2018,Brazylia,206107265.0,3013541101568.0,0.052,20.494,65.841,17.505,67.417,1059.375,300.73,1537.755,3
2019,Brazylia,207455459.0,3050327244800.0,0.052,21.048,61.888,17.505,67.121,1119.91,299.436,1593.3,3
2020,Brazylia,208660845.0,2950377504768.0,0.053,23.366,56.241,17.505,59.026,1239.238,282.678,1684.446,3
2021,Brazylia,209550291.0,3097565331456.0,0.054,24.488,68.23,17.505,75.974,1481.575,305.428,1979.592,3
2022,Brazylia,210306411.0,3187413090304.0,0.055,23.845,56.078,17.505,60.085,1327.711,319.935,1811.552,3
2023,Brazylia,211140731.0,3187413090304.0,0.055,24.963,54.848,17.505,56.329,1302.346,326.432,1788.816,3
1928,Indie,323021910.0,370912493568.0,0.003,0.289,39.257,0.0,0.0,451.366,0.528,491.439,4
1929,Indie,326429031.0,386395996160.0,0.003,0.293,40.781,0.0,0.0,460.862,0.634,502.569,4
1930,Indie,330163509.0,389214797824.0,0.003,0.293,41.451,0.0,0.0,472.334,0.656,514.733,4
1931,Indie,334232641.0,386353004544.0,0.004,0.3,37.814,0.0,0.0,477.046,0.736,515.897,4
1932,Indie,338643856.0,390754009088.0,0.004,0.304,35.093,0.0,0.0,480.085,0.733,516.214,4
1933,Indie,343404711.0,391381188608.0,0.004,0.319,34.46,0.0,0.0,484.911,0.689,520.378,4
1934,Indie,348232496.0,395071586304.0,0.004,0.39,38.411,0.0,0.0,487.483,0.81,527.094,4
1935,Indie,353128154.0,390890389504.0,0.004,0.454,40.082,0.0,0.0,489.915,0.857,531.308,4
1936,Indie,358092638.0,406292692992.0,0.004,0.499,39.376,0.0,0.0,493.667,0.81,534.351,4
1937,Indie,363126915.0,399830188032.0,0.004,0.581,43.599,0.0,0.0,496.973,0.887,542.041,4
1938,Indie,368231967.0,400546496512.0,0.004,0.0,49.357,0.0,0.0,499.108,1.022,549.488,4
1939,Indie,371781679.0,409623592960.0,0.005,0.0,48.36,0.0,0.0,503.524,0.953,552.836,4
1940,Indie,373766276.0,422772408320.0,0.005,0.0,51.177,0.0,0.0,506.652,1.132,558.962,4
1941,Indie,374175756.0,431261712384.0,0.005,1.084,51.31,0.0,0.0,509.38,1.187,562.961,4
1942,Indie,372999886.0,428796608512.0,0.005,1.133,51.254,0.0,0.0,512.572,1.143,566.102,4
1943,Indie,370228201.0,446201692160.0,0.005,1.095,44.428,0.0,0.0,515.059,1.121,561.703,4
1944,Indie,367477113.0,441698385920.0,0.005,1.058,45.499,0.0,0.0,520.194,1.14,567.89,4
1945,Indie,364746467.0,434203197440.0,0.005,1.11,50.793,0.0,0.0,518.992,0.971,571.866,4
1946,Indie,362036112.0,411463188480.0,0.006,1.005,50.322,0.0,0.0,520.804,0.898,573.029,4
1947,Indie,359345897.0,340810006528.0,0.006,0.75,51.668,0.0,0.0,523.031,0.762,576.211,4
1948,Indie,356675672.0,344050008064.0,0.006,0.806,51.628,0.0,0.0,522.942,0.769,576.146,4
1949,Indie,355893489.0,353225015296.0,0.006,1.088,54.323,0.0,0.0,522.423,0.777,578.61,4
