year,country_index,population,gdp,temperature_change_from_co2,cement_co2_lag_1,cement_co2_lag_2,cement_co2_lag_3,coal_co2_lag_1,coal_co2_lag_2,coal_co2_lag_3,flaring_co2_lag_1,flaring_co2_lag_2,flaring_co2_lag_3,gas_co2_lag_1,gas_co2_lag_2,gas_co2_lag_3,land_use_change_co2_lag_1,land_use_change_co2_lag_2,land_use_change_co2_lag_3,oil_co2_lag_1,oil_co2_lag_2,oil_co2_lag_3,co2_including_luc
1941,Argentina,0.00909348590477009,0.008963777437517898,0.032679738562091505,0.0010369314596072477,0.001182759787018148,0.0014915619860609403,0.0010149522562224189,0.0015827539347662383,0.0016716428705426058,0.0,0.0,0.0,0.0007796680282484963,0.0007549842151270919,0.0007141282485813191,0.12220267675867558,0.13295047139841903,0.1343157669099948,0.003582599616667782,0.003236420283890818,0.0029698542759286936,0.030872838905007076
1942,Argentina,0.009298288772626551,0.009070359519115988,0.032679738562091505,0.0011223715049681444,0.0011359599393303795,0.0013506652512213077,0.0005077596871323184,0.0010945138943534174,0.0017548181783251476,0.0,0.0,0.0,0.0008639334592491524,0.0007796680282484963,0.0007549842151270919,0.11563886533103442,0.12220267675867558,0.13295047139841903,0.0038269847978158224,0.003582599616667782,0.003236420283890818,0.029350827183527262
1943,Argentina,0.009510454386344628,0.008996930507348403,0.032679738562091505,0.0010311060019690048,0.0012295596347059162,0.0012972216621442054,0.0002618194961572081,0.0005475627342583869,0.0012135006181643118,0.0,0.0,0.0,0.0009822455290379526,0.0008639334592491524,0.0007796680282484963,0.11085728622448088,0.11563886533103442,0.12220267675867558,0.004122861184067988,0.0038269847978158224,0.003582599616667782,0.02827062164231034
1944,Argentina,0.009726709912384928,0.010040152061658408,0.032679738562091505,0.000916538668416893,0.001129578141918411,0.0014041088402984095,0.00029282194913178003,0.00028234340541618235,0.000607089338869313,0.0,0.0,0.0,0.000985650192916767,0.0009822455290379526,0.0008639334592491524,0.10708780396905979,0.11085728622448088,0.11563886533103442,0.004316547332498119,0.004122861184067988,0.0038269847978158224,0.027302701769761413
1945,Argentina,0.009947135175955735,0.009708480241260057,0.032679738562091505,0.0010369314596072477,0.001004069459483032,0.001289933899997328,0.0003117258838723727,0.0003157761263463296,0.0003130375034750553,0.0,0.0,0.0,0.0009635198777044735,0.000985650192916767,0.0009822455290379526,0.10397843783074313,0.10708780396905979,0.11085728622448088,0.004213168836096761,0.004316547332498119,0.004122861184067988,0.026459875344255677
1946,Argentina,0.010171810002265327,0.010593010001663548,0.032679738562091505,0.0010446987364582383,0.0011359599393303795,0.0011466079111087358,0.00038658546544511957,0.0003361619317915413,0.0003501047602042315,0.0,0.0,0.0,0.000886063774461446,0.0009635198777044735,0.000985650192916767,0.10134284506798667,0.10397843783074313,0.10708780396905979,0.003977893637390219,0.004213168836096761,0.004316547332498119,0.025762659680666027
1947,Argentina,0.010400815722657983,0.01178947345742784,0.032679738562091505,0.0010932442167769295,0.0011444690025463374,0.0012972216621442054,0.0005748686554614223,0.00041688972135457973,0.0003727067460147048,0.0,0.0,0.0,0.0008230774927033798,0.000886063774461446,0.0009635198777044735,0.0990519254807663,0.10134284506798667,0.10397843783074313,0.0036166630292751266,0.003977893637390219,0.004213168836096761,0.025250597240383848
1948,Argentina,0.010634237433818004,0.012456383086603419,0.032679738562091505,0.0013068443301791717,0.0011976506476460741,0.0013069386783400422,0.0006151340364588846,0.0006199323435888885,0.0004622106098241791,0.0,0.0,0.0,0.0008486124717944877,0.0008230774927033798,0.000886063774461446,0.09705006042944897,0.0990519254807663,0.10134284506798667,0.0037988626781051073,0.0036166630292751266,0.003977893637390219,0.025063951848721986
1949,Argentina,0.010870354375359399,0.0122829076153432,0.032679738562091505,0.0012000442734780507,0.0014316498860849165,0.0013676700295640217,0.0010992638051654624,0.0006633541091871895,0.0006873263884964933,0.0,0.0,0.0,0.0006519931327929564,0.0008486124717944877,0.0008230774927033798,0.09527269981402263,0.09705006042944897,0.0990519254807663,0.004037306566356517,0.0037988626781051073,0.0036166630292751266,0.024292127767412738
1950,Argentina,0.011109189139322247,0.012438398365638976,0.032679738562091505,0.0013903425563273207,0.0013146502668654953,0.0016348879749495324,0.0006801635719665233,0.0011854345866390617,0.0007354686182728014,0.0,0.0,0.0,0.0009669245415832878,0.0006519931327929564,0.0008486124717944877,0.09357572234200753,0.09527269981402263,0.09705006042944897,0.0039271946046723115,0.004037306566356517,0.0037988626781051073,0.028597033469833583
1951,Argentina,0.01136287214509275,0.012930864395645515,0.032679738562091505,0.0015107353475176755,0.0015231223156564637,0.0015012790022567771,0.000673169116112504,0.0007334812799187178,0.0013143054748790228,0.0,0.0,0.0,0.0,0.0009669245415832878,0.0006519931327929564,0.10172121420767999,0.09357572234200753,0.09527269981402263,0.010132676992105606,0.0039271946046723115,0.004037306566356517,0.03050974460543836
1952,Argentina,0.011618344440437477,0.012261389530999941,0.032679738562091505,0.0014952007938156943,0.0016550127955038112,0.0017393458990547772,0.0010340452303104176,0.0007259385319039895,0.0008132194494608296,0.0,0.0,0.0,0.0012069533450397027,0.0,0.0009669245415832878,0.1059190005858226,0.10172121420767999,0.09357572234200753,0.01081473741663871,0.010132676992105606,0.0039271946046723115,0.03158883102038949
1953,Argentina,0.011873553161981288,0.012929935721225144,0.032679738562091505,0.0014893753361774514,0.0016379946690718954,0.001889959650090247,0.0008520003387585104,0.001115103557853081,0.0008048567147109544,0.0,0.0,0.0,0.0013065397634950237,0.0012069533450397027,0.0,0.10898208552035703,0.1059190005858226,0.10172121420767999,0.011599780251380063,0.01081473741663871,0.010132676992105606,0.032124892501704805
