year_range,country_index,country,population_t-2,gdp_t-2,cement_co2_t-2,coal_co2_t-2,flaring_co2_t-2,gas_co2_t-2,land_use_change_co2_t-2,oil_co2_t-2,cumulative_co2_including_luc_t-2,co2_including_luc_t-2,population_t-1,gdp_t-1,cement_co2_t-1,coal_co2_t-1,flaring_co2_t-1,gas_co2_t-1,land_use_change_co2_t-1,oil_co2_t-1,cumulative_co2_including_luc_t-1,co2_including_luc_t-1,co2_including_luc_t+1
1891-1891,United States,United States,60843105.0,415860031488.0,0.001,309.777,0.0,12.227,1394.678,13.538,52029.832,1730.221,62112247.0,421879349248.0,0.001,372.27,0.0,11.688,1484.578,17.789,53916.16,1886.325,1933.206
1892-1892,United States,United States,62112247.0,421879349248.0,0.001,372.27,0.0,11.688,1484.578,17.789,53916.16,1886.325,63358765.0,440079351808.0,0.001,397.225,0.0,8.947,1505.781,21.251,55849.367,1933.206,1951.903
1893-1893,United States,United States,63358765.0,440079351808.0,0.001,397.225,0.0,8.947,1505.781,21.251,55849.367,1933.206,64581224.0,482816884736.0,0.001,423.045,0.0,7.775,1501.454,19.628,57801.27,1951.903,1988.731
1894-1894,United States,United States,64581224.0,482816884736.0,0.001,423.045,0.0,7.775,1501.454,19.628,57801.27,1951.903,65778137.0,459473420288.0,0.001,428.105,0.0,7.288,1534.636,18.701,59790.0,1988.731,1964.025
1895-1895,United States,United States,65778137.0,459473420288.0,0.001,428.105,0.0,7.288,1534.636,18.701,59790.0,1988.731,66997221.0,446220992512.0,0.001,399.376,0.0,6.698,1538.974,18.976,61754.023,1964.025,2015.059
1896-1896,United States,United States,66997221.0,446220992512.0,0.001,399.376,0.0,6.698,1538.974,18.976,61754.023,1964.025,68238885.0,500098662400.0,0.001,452.372,0.0,7.042,1535.111,20.533,63769.082,2015.059,2030.701
1897-1897,United States,United States,68238885.0,500098662400.0,0.001,452.372,0.0,7.042,1535.111,20.533,63769.082,2015.059,69503549.0,489991438336.0,0.001,450.196,0.0,6.848,1549.819,23.838,65799.789,2030.701,2066.667
1898-1898,United States,United States,69503549.0,489991438336.0,0.001,450.196,0.0,6.848,1549.819,23.838,65799.789,2030.701,70791637.0,536744984576.0,0.001,469.465,0.0,7.288,1566.38,23.534,67866.453,2066.667,2133.812
1899-1899,United States,United States,70791637.0,536744984576.0,0.001,469.465,0.0,7.288,1566.38,23.534,67866.453,2066.667,72103583.0,547964944384.0,0.001,515.353,0.0,8.46,1588.49,21.508,70000.266,2133.812,2236.472
1900-1900,United States,United States,72103583.0,547964944384.0,0.001,515.353,0.0,8.46,1588.49,21.508,70000.266,2133.812,73449404.0,597660467200.0,0.001,592.451,0.0,10.904,1610.938,22.178,72236.734,2236.472,2190.773
1901-1901,United States,United States,73449404.0,597660467200.0,0.001,592.451,0.0,10.904,1610.938,22.178,72236.734,2236.472,74829905.0,613998133248.0,0.001,626.544,0.0,11.542,1528.035,24.651,74427.508,2190.773,2208.897
1902-1902,United States,United States,74829905.0,613998133248.0,0.001,626.544,0.0,11.542,1528.035,24.651,74427.508,2190.773,76245912.0,683106041856.0,0.002,681.541,0.0,12.861,1487.37,27.125,76636.406,2208.897,2250.059
1903-1903,United States,United States,76245912.0,683106041856.0,0.002,681.541,0.0,12.861,1487.37,27.125,76636.406,2208.897,77698268.0,690126848000.0,0.002,715.931,0.0,13.692,1485.563,34.87,78886.469,2250.059,2354.861
1904-1904,United States,United States,77698268.0,690126848000.0,0.002,715.931,0.0,13.692,1485.563,34.87,78886.469,2250.059,79187838.0,723766345728.0,0.003,840.042,0.0,14.524,1460.454,39.839,81241.328,2354.861,2357.567
1905-1905,United States,United States,79187838.0,723766345728.0,0.003,840.042,0.0,14.524,1460.454,39.839,81241.328,2354.861,80705948.0,714621845504.0,0.003,818.27,0.0,15.162,1475.51,46.789,83598.891,2357.567,2446.11
1906-1906,United States,United States,80705948.0,714621845504.0,0.003,818.27,0.0,15.162,1475.51,46.789,83598.891,2357.567,82253148.0,767532728320.0,0.004,913.479,0.0,17.166,1459.627,53.853,86045.008,2446.11,2479.635
1907-1907,United States,United States,82253148.0,767532728320.0,0.004,913.479,0.0,17.166,1459.627,53.853,86045.008,2446.11,83829992.0,855994335232.0,0.004,964.05,0.0,19.016,1444.164,50.274,88524.633,2479.635,2651.591
1908-1908,United States,United States,83829992.0,855994335232.0,0.004,964.05,0.0,19.016,1444.164,50.274,88524.633,2479.635,85437050.0,869070536704.0,0.005,1115.249,0.0,19.866,1447.729,66.688,91176.234,2651.591,2499.594
1909-1909,United States,United States,85437050.0,869070536704.0,0.005,1115.249,0.0,19.866,1447.729,66.688,91176.234,2651.591,87074899.0,799355502592.0,0.005,959.763,0.0,19.665,1446.782,71.547,93675.82,2499.594,2620.913
1910-1910,United States,United States,87074899.0,799355502592.0,0.005,959.763,0.0,19.665,1446.782,71.547,93675.82,2499.594,88647362.0,890110017536.0,0.006,1066.609,0.0,23.508,1455.206,73.236,96296.742,2620.913,2649.202
1911-1911,United States,United States,88647362.0,890110017536.0,0.006,1066.609,0.0,23.508,1455.206,73.236,96296.742,2620.913,90151889.0,893975461888.0,0.007,1160.396,0.0,24.901,1377.62,83.931,98945.938,2649.202,2609.331
1912-1912,United States,United States,90151889.0,893975461888.0,0.007,1160.396,0.0,24.901,1377.62,83.931,98945.938,2649.202,91585865.0,917451833344.0,0.007,1143.128,0.0,25.087,1350.665,88.17,101555.273,2609.331,2629.425
1913-1913,United States,United States,91585865.0,917451833344.0,0.007,1143.128,0.0,25.087,1350.665,88.17,101555.273,2609.331,92946603.0,954787430400.0,0.007,1224.395,0.0,27.495,1285.86,89.321,104184.695,2629.425,2722.836
1914-1914,United States,United States,92946603.0,954787430400.0,0.007,1224.395,0.0,27.495,1285.86,89.321,104184.695,2629.425,94231351.0,986598473728.0,0.008,1304.578,0.0,28.458,1280.294,107.077,106907.531,2722.836,2602.853
1915-1915,United States,United States,94231351.0,986598473728.0,0.008,1304.578,0.0,28.458,1280.294,107.077,106907.531,2722.836,95533839.0,905134473216.0,0.008,1172.136,0.0,28.946,1284.873,114.617,109510.383,2602.853,2624.69
1916-1916,United States,United States,95533839.0,905134473216.0,0.008,1172.136,0.0,28.946,1284.873,114.617,109510.383,2602.853,96854312.0,925041164288.0,0.008,1213.597,0.0,30.741,1256.993,120.93,112135.078,2624.69,2753.896
1917-1917,United States,United States,96854312.0,925041164288.0,0.008,1213.597,0.0,30.741,1256.993,120.93,112135.078,2624.69,98193018.0,1046397583360.0,0.008,1345.443,0.0,36.834,1234.916,133.981,114888.977,2753.896,2899.388
1918-1918,United States,United States,98193018.0,1046397583360.0,0.008,1345.443,0.0,36.834,1234.916,133.981,114888.977,2753.896,99550208.0,1014196404224.0,0.008,1481.645,0.0,38.882,1228.417,147.941,117788.359,2899.388,2980.823
1919-1919,United States,United States,99550208.0,1014196404224.0,0.008,1481.645,0.0,38.882,1228.417,147.941,117788.359,2899.388,100970120.0,1099047305216.0,0.006,1551.136,0.0,35.259,1233.105,159.19,120769.18,2980.823,2690.89
1920-1920,United States,United States,100970120.0,1099047305216.0,0.006,1551.136,0.0,35.259,1233.105,159.19,120769.18,2980.823,102419259.0,1102169636864.0,0.007,1261.251,0.0,36.482,1211.731,179.217,123460.078,2690.89,2954.055
1921-1921,United States,United States,102419259.0,1102169636864.0,0.007,1261.251,0.0,36.482,1211.731,179.217,123460.078,2690.89,103898175.0,1085154983936.0,0.009,1465.534,0.0,39.71,1215.809,230.645,126414.125,2954.055,2650.184
1922-1922,United States,United States,103898175.0,1085154983936.0,0.009,1465.534,0.0,39.71,1215.809,230.645,126414.125,2954.055,105407425.0,1054213734400.0,0.009,1142.651,0.0,32.961,1226.516,246.36,129064.312,2650.184,2636.623
1923-1923,United States,United States,105407425.0,1054213734400.0,0.009,1142.651,0.0,32.961,1226.516,246.36,129064.312,2650.184,106947578.0,1105913315328.0,0.01,1112.892,0.0,37.948,1200.865,282.488,131700.938,2636.623,3069.861
1924-1924,United States,United States,106947578.0,1105913315328.0,0.01,1112.892,0.0,37.948,1200.865,282.488,131700.938,2636.623,108519213.0,1244263743488.0,0.012,1509.469,0.0,50.127,1173.125,334.413,134770.797,3069.861,2843.527
1925-1925,United States,United States,108519213.0,1244263743488.0,0.012,1509.469,0.0,50.127,1173.125,334.413,134770.797,3069.861,110113945.0,1274653966336.0,0.013,1313.207,0.0,56.829,1145.207,325.557,137614.328,2843.527,2902.802
1926-1926,United States,United States,110113945.0,1274653966336.0,0.013,1313.207,0.0,56.829,1145.207,325.557,137614.328,2843.527,111732111.0,1296540106752.0,14.206,1340.481,0.0,59.174,1144.616,341.244,140517.125,2902.802,3010.033
1927-1927,United States,United States,111732111.0,1296540106752.0,14.206,1340.481,0.0,59.174,1144.616,341.244,140517.125,2902.802,113374057.0,1372770926592.0,14.506,1477.933,0.0,65.336,1103.984,345.266,143527.156,3010.033,2935.377
1928-1928,United States,United States,113374057.0,1372770926592.0,14.506,1477.933,0.0,65.336,1103.984,345.266,143527.156,3010.033,115040131.0,1378144616448.0,15.066,1376.693,0.0,71.939,1072.538,396.207,146462.547,2935.377,2876.566
1929-1929,United States,United States,115040131.0,1378144616448.0,15.066,1376.693,0.0,71.939,1072.538,396.207,146462.547,2935.377,116730690.0,1385247277056.0,15.417,1330.158,0.0,78.054,1045.602,404.402,149339.094,2876.566,2982.16
1930-1930,United States,United States,116730690.0,1385247277056.0,15.417,1330.158,0.0,78.054,1045.602,404.402,149339.094,2876.566,118261782.0,1461345452032.0,14.996,1404.59,0.0,95.462,1018.654,445.598,152321.266,2982.16,2647.641
1931-1931,United States,United States,118261782.0,1461345452032.0,14.996,1404.59,0.0,95.462,1018.654,445.598,152321.266,2982.16,119629770.0,1322627104768.0,14.286,1238.166,0.0,96.784,902.725,393.407,154968.906,2647.641,2339.375
1932-1932,United States,United States,119629770.0,1322627104768.0,14.286,1238.166,0.0,96.784,902.725,393.407,154968.906,2647.641,120830953.0,1237725872128.0,10.809,1021.482,0.0,84.214,854.416,366.621,157308.266,2339.375,2046.045
1933-1933,United States,United States,120830953.0,1237725872128.0,10.809,1021.482,0.0,84.214,854.416,366.621,157308.266,2339.375,121861566.0,1051216904192.0,6.656,834.233,0.0,77.955,788.231,337.65,159354.328,2046.045,2090.894
1934-1934,United States,United States,121861566.0,1051216904192.0,6.656,834.233,0.0,77.955,788.231,337.65,159354.328,2046.045,122717780.0,1015524950016.0,5.587,889.861,0.0,78.102,742.017,373.787,161445.219,2090.894,2151.731
1935-1935,United States,United States,122717780.0,1015524950016.0,5.587,889.861,0.0,78.102,742.017,373.787,161445.219,2090.894,123580010.0,1100529926144.0,6.9,963.92,0.0,88.812,715.492,374.993,163596.938,2151.731,2155.003
1936-1936,United States,United States,123580010.0,1100529926144.0,6.9,963.92,0.0,88.812,715.492,374.993,163596.938,2151.731,124448298.0,1237782364160.0,6.684,982.156,0.0,96.294,662.682,405.206,165751.953,2155.003,2351.392
1937-1937,United States,United States,124448298.0,1237782364160.0,6.684,982.156,0.0,96.294,662.682,405.206,165751.953,2155.003,125322686.0,1359902408704.0,9.95,1143.798,0.0,108.813,637.98,448.356,168103.344,2351.392,2385.254
1938-1938,United States,United States,125322686.0,1359902408704.0,9.95,1143.798,0.0,108.813,637.98,448.356,168103.344,2351.392,126203219.0,1462308700160.0,10.368,1144.951,0.0,120.942,592.645,513.635,170488.594,2385.254,2082.91
1939-1939,United States,United States,126203219.0,1462308700160.0,10.368,1144.951,0.0,120.942,592.645,513.635,170488.594,2385.254,127089938.0,1373407805440.0,9.239,906.794,0.0,115.32,567.16,482.196,172571.516,2082.91,2205.573
1940-1940,United States,United States,127089938.0,1373407805440.0,9.239,906.794,0.0,115.32,567.16,482.196,172571.516,2082.91,128160070.0,1469481091072.0,10.792,1024.988,0.0,124.122,534.653,508.158,174777.078,2205.573,2481.092
1941-1941,United States,United States,128160070.0,1469481091072.0,10.792,1024.988,0.0,124.122,534.653,508.158,174777.078,2205.573,129417367.0,1592319803392.0,11.549,1168.882,0.0,133.707,606.107,557.62,177258.172,2481.092,2674.18
1942-1942,United States,United States,129417367.0,1592319803392.0,11.549,1168.882,0.0,133.707,606.107,557.62,177258.172,2481.092,130865641.0,1815098556416.0,14.52,1294.762,0.0,141.533,630.595,588.735,179932.344,2674.18,2836.945
1943-1943,United States,United States,130865641.0,1815098556416.0,14.52,1294.762,0.0,141.533,630.595,588.735,179932.344,2674.18,132508765.0,2013171023872.0,16.085,1458.597,0.0,153.855,638.68,565.693,182769.297,2836.945,2914.319
1944-1944,United States,United States,132508765.0,2013171023872.0,16.085,1458.597,0.0,153.855,638.68,565.693,182769.297,2836.945,134350677.0,2203245608960.0,12.041,1470.803,0.0,171.952,642.26,612.936,185683.609,2914.319,3097.376
1945-1945,United States,United States,134350677.0,2203245608960.0,12.041,1470.803,0.0,171.952,642.26,612.936,185683.609,2914.319,136218191.0,2361835388928.0,8.032,1545.85,0.0,186.574,652.472,700.12,188780.984,3097.376,3009.991
1946-1946,United States,United States,136218191.0,2361835388928.0,8.032,1545.85,0.0,186.574,652.472,700.12,188780.984,3097.376,138111665.0,2314667819008.0,9.114,1421.423,0.0,197.676,650.44,727.377,191790.984,3009.991,2910.192
1947-1947,United States,United States,138111665.0,2314667819008.0,9.114,1421.423,0.0,197.676,650.44,727.377,191790.984,3009.991,140031458.0,2103900897280.0,14.653,1298.758,0.0,203.103,652.699,737.018,194701.188,2910.192,3134.43
1948-1948,United States,United States,140031458.0,2103900897280.0,14.653,1298.758,0.0,203.103,652.699,737.018,194701.188,2910.192,141977937.0,2070709141504.0,16.647,1449.231,0.0,224.086,648.576,791.342,197835.609,3134.43,3229.572
1949-1949,United States,United States,141977937.0,2070709141504.0,16.647,1449.231,0.0,224.086,648.576,791.342,197835.609,3134.43,143951473.0,2168923357184.0,18.417,1433.19,0.0,251.765,647.013,874.345,201065.172,3229.572,2763.12
1950-1950,United States,United States,143951473.0,2168923357184.0,18.417,1433.19,0.0,251.765,647.013,874.345,201065.172,3229.572,146051521.0,2126235566080.0,18.788,1063.102,0.0,265.068,598.257,813.723,203828.297,2763.12,3023.321
1951-1951,United States,United States,146051521.0,2126235566080.0,18.788,1063.102,0.0,265.068,598.257,813.723,203828.297,2763.12,148281552.0,2320610099200.0,20.125,1257.232,43.122,319.219,481.836,896.801,206851.625,3023.321,3040.279
1952-1952,United States,United States,148281552.0,2320610099200.0,20.125,1257.232,43.122,319.219,481.836,896.801,206851.625,3023.321,150598448.0,2497407877120.0,22.041,1211.599,42.7,376.209,421.568,960.662,209891.906,3040.279,2921.367
1953-1953,United States,United States,150598448.0,2497407877120.0,22.041,1211.599,42.7,376.209,421.568,960.662,209891.906,3040.279,152941728.0,2590801395712.0,22.256,1074.173,45.683,402.787,370.148,1000.967,212813.266,2921.367,2958.457
1954-1954,United States,United States,152941728.0,2590801395712.0,22.256,1074.173,45.683,402.787,370.148,1000.967,212813.266,2921.367,155451200.0,2709832597504.0,23.521,1065.955,43.62,423.342,345.485,1050.079,215771.719,2958.457,2831.356
1955-1955,United States,United States,155451200.0,2709832597504.0,23.521,1065.955,43.62,423.342,345.485,1050.079,215771.719,2958.457,158205872.0,2691885432832.0,24.131,913.446,38.952,444.0,341.894,1063.212,218603.078,2831.356,3055.012
1956-1956,United States,United States,158205872.0,2691885432832.0,24.131,913.446,38.952,444.0,341.894,1063.212,218603.078,2831.356,161136448.0,2882221637632.0,26.584,1026.222,41.645,479.19,326.5,1147.903,221658.094,3055.012,3173.597
1957-1957,United States,United States,161136448.0,2882221637632.0,26.584,1026.222,41.645,479.19,326.5,1147.903,221658.094,3055.012,164063408.0,2938405650432.0,28.39,1068.358,46.529,505.889,313.602,1203.787,224831.688,3173.597,3129.461
1958-1958,United States,United States,164063408.0,2938405650432.0,28.39,1068.358,46.529,505.889,313.602,1203.787,224831.688,3173.597,166949120.0,2993553408000.0,27.006,1024.081,43.558,540.645,293.689,1193.662,227961.141,3129.461,3016.821
1959-1959,United States,United States,166949120.0,2993553408000.0,27.006,1024.081,43.558,540.645,293.689,1193.662,227961.141,3129.461,170147104.0,2963550502912.0,27.758,888.344,34.097,570.701,269.713,1220.046,230977.969,3016.821,3025.89
1960-1960,United States,United States,170147104.0,2963550502912.0,27.758,888.344,34.097,570.701,269.713,1220.046,230977.969,3016.821,173324608.0,3183156920320.0,30.234,910.978,30.756,593.21,193.967,1258.457,234003.859,3025.89,3087.808
1961-1961,United States,United States,173324608.0,3183156920320.0,30.234,910.978,30.756,593.21,193.967,1258.457,234003.859,3025.89,176188576.0,3262376312832.0,28.798,917.964,30.316,630.025,190.493,1281.631,237091.672,3087.808,2956.315
1962-1962,United States,United States,176188576.0,3262376312832.0,28.798,917.964,30.316,630.025,190.493,1281.631,237091.672,3087.808,179087280.0,3338584195072.0,28.699,887.443,28.198,636.415,69.442,1297.316,240047.984,2956.315,3218.77
1963-1963,United States,United States,179087280.0,3338584195072.0,28.699,887.443,28.198,636.415,69.442,1297.316,240047.984,2956.315,181917808.0,3539745112064.0,29.878,920.818,22.922,676.367,224.868,1334.748,243266.75,3218.77,3235.751
1964-1964,United States,United States,181917808.0,3539745112064.0,29.878,920.818,22.922,676.367,224.868,1334.748,243266.75,3218.77,184649872.0,3692868403200.0,31.435,987.008,20.65,718.455,109.263,1359.256,246502.5,3235.751,3345.26
1965-1965,United States,United States,184649872.0,3692868403200.0,31.435,987.008,20.65,718.455,109.263,1359.256,246502.5,3235.751,187277376.0,3906859958272.0,33.026,1049.177,18.412,759.072,80.946,1393.919,249847.766,3345.26,3449.695
1966-1966,United States,United States,187277376.0,3906859958272.0,33.026,1049.177,18.412,759.072,80.946,1393.919,249847.766,3345.26,189703280.0,4156141338624.0,33.295,1090.619,17.188,782.605,50.148,1464.691,253297.453,3449.695,3608.353
1967-1967,United States,United States,189703280.0,4156141338624.0,33.295,1090.619,17.188,782.605,50.148,1464.691,253297.453,3449.695,191830976.0,4428300025856.0,34.573,1132.718,20.233,842.207,36.932,1529.661,256905.812,3608.353,4189.462
1968-1968,United States,United States,191830976.0,4428300025856.0,34.573,1132.718,20.233,842.207,36.932,1529.661,256905.812,3608.353,193782432.0,4538979319808.0,33.594,1163.049,26.384,881.284,484.001,1589.194,261095.281,4189.462,4636.437
1969-1969,United States,United States,193782432.0,4538979319808.0,33.594,1163.049,26.384,881.284,484.001,1589.194,261095.281,4189.462,195743424.0,4754925682688.0,35.32,1139.603,27.817,936.361,795.518,1689.423,265731.688,4636.437,4478.225
1970-1970,United States,United States,195743424.0,4754925682688.0,35.32,1139.603,27.817,936.361,795.518,1689.423,265731.688,4636.437,197859328.0,4903769997312.0,35.697,1158.0,28.315,1018.083,443.079,1781.627,270209.938,4478.225,4665.37
1971-1971,United States,United States,197859328.0,4903769997312.0,35.697,1158.0,28.315,1018.083,443.079,1781.627,270209.938,4478.225,200328336.0,4912635707392.0,34.924,1168.091,26.249,1059.211,325.684,2038.082,274875.312,4665.37,4635.393
1972-1972,United States,United States,200328336.0,4912635707392.0,34.924,1168.091,26.249,1059.211,325.684,2038.082,274875.312,4665.37,202907920.0,5065682190336.0,35.51,1107.406,15.261,1096.927,269.927,2097.305,279510.719,4635.393,4804.392
1973-1973,United States,United States,202907920.0,5065682190336.0,35.51,1107.406,15.261,1096.927,269.927,2097.305,279510.719,4635.393,205238384.0,5334296952832.0,36.523,1124.841,13.308,1115.673,231.376,2269.174,284315.094,4804.392,4981.188
1974-1974,United States,United States,205238384.0,5334296952832.0,36.523,1124.841,13.308,1115.673,231.376,2269.174,284315.094,4804.392,207314768.0,5637202771968.0,36.917,1220.645,13.187,1174.859,196.085,2325.412,289296.281,4981.188,4820.514
1975-1975,United States,United States,207314768.0,5637202771968.0,36.917,1220.645,13.187,1174.859,196.085,2325.412,289296.281,4981.188,209277968.0,5621366128640.0,36.806,1199.284,8.9,1134.215,199.414,2227.518,294116.781,4820.514,4664.181
1976-1976,United States,United States,209277968.0,5621366128640.0,36.806,1199.284,8.9,1134.215,199.414,2227.518,294116.781,4820.514,211274544.0,5605794775040.0,30.463,1195.032,7.112,1042.504,185.906,2190.401,298780.969,4664.181,4943.641
1977-1977,United States,United States,211274544.0,5605794775040.0,30.463,1195.032,7.112,1042.504,185.906,2190.401,298780.969,4664.181,213270032.0,5899591090176.0,32.37,1281.173,7.339,1062.805,195.823,2350.634,303724.625,4943.641,5219.181
1978-1978,United States,United States,213270032.0,5899591090176.0,32.37,1281.173,7.339,1062.805,195.823,2350.634,303724.625,4943.641,215437408.0,6166912434176.0,33.979,1315.721,7.262,1041.058,329.515,2478.369,308943.781,5219.181,5194.11
1979-1979,United States,United States,215437408.0,6166912434176.0,33.979,1315.721,7.262,1041.058,329.515,2478.369,308943.781,5219.181,217881440.0,6518624223232.0,35.616,1314.183,8.123,1045.228,252.687,2524.703,314137.906,5194.11,5245.108
1980-1980,United States,United States,217881440.0,6518624223232.0,35.616,1314.183,8.123,1045.228,252.687,2524.703,314137.906,5194.11,220463104.0,6740172603392.0,35.94,1427.458,8.867,1080.485,236.467,2441.955,319383.0,5245.108,5074.268
1981-1981,United States,United States,220463104.0,6740172603392.0,35.94,1427.458,8.867,1080.485,236.467,2441.955,319383.0,5245.108,223140016.0,6743208230912.0,32.922,1453.794,6.69,1058.054,265.712,2244.48,324457.281,5074.268,4948.572
1982-1982,United States,United States,223140016.0,6743208230912.0,32.922,1453.794,6.69,1058.054,265.712,2244.48,324457.281,5074.268,225654000.0,6911865389056.0,31.962,1502.932,5.232,1032.089,262.152,2101.662,329405.844,4948.572,4701.235
1983-1983,United States,United States,225654000.0,6911865389056.0,31.962,1502.932,5.232,1032.089,262.152,2101.662,329405.844,4948.572,228001424.0,6782206345216.0,28.441,1449.085,4.99,960.901,253.937,1994.492,334107.094,4701.235,4696.807
1984-1984,United States,United States,228001424.0,6782206345216.0,28.441,1449.085,4.99,960.901,253.937,1994.492,334107.094,4701.235,230389968.0,7066236747776.0,30.44,1504.796,5.089,901.094,267.384,1978.102,338803.875,4696.807,4938.476
1985-1985,United States,United States,230389968.0,7066236747776.0,30.44,1504.796,5.089,901.094,267.384,1978.102,338803.875,4696.807,232766288.0,7581108011008.0,32.915,1616.103,5.789,962.252,276.301,2034.553,343742.375,4938.476,4939.153
1986-1986,United States,United States,232766288.0,7581108011008.0,32.915,1616.103,5.789,962.252,276.301,2034.553,343742.375,4938.476,235146176.0,7874872344576.0,31.708,1655.025,5.1,926.516,286.52,2023.868,348681.531,4939.153,4889.368
1987-1987,United States,United States,235146176.0,7874872344576.0,31.708,1655.025,5.1,926.516,286.52,2023.868,348681.531,4939.153,237512784.0,8146027806720.0,32.854,1635.733,5.243,867.866,225.938,2112.125,353570.875,4889.368,5080.78
1981-1981,Uzbekistan,Uzbekistan,13107928.0,106825326592.0,3.118,6.476,1.716,29.187,1.326,30.198,1694.975,72.021,15947135.0,119203282944.0,3.018,6.675,1.337,42.281,0.545,36.476,2273.898,90.331,88.732
1982-1982,Uzbekistan,Uzbekistan,15947135.0,119203282944.0,3.018,6.675,1.337,42.281,0.545,36.476,2273.898,90.331,16335647.0,123442798592.0,3.004,5.754,1.263,43.111,0.538,35.061,2362.63,88.732,90.547
1983-1983,Uzbekistan,Uzbekistan,16335647.0,123442798592.0,3.004,5.754,1.263,43.111,0.538,35.061,2362.63,88.732,16735647.0,127807021056.0,2.858,5.772,1.244,45.151,0.672,34.85,2453.177,90.547,91.503
1984-1984,Uzbekistan,Uzbekistan,16735647.0,127807021056.0,2.858,5.772,1.244,45.151,0.672,34.85,2453.177,90.547,17152856.0,131735912448.0,2.896,5.604,1.197,47.404,0.335,34.067,2544.68,91.503,92.47
1985-1985,Uzbekistan,Uzbekistan,17152856.0,131735912448.0,2.896,5.604,1.197,47.404,0.335,34.067,2544.68,91.503,17594368.0,127453782016.0,2.875,5.436,1.152,50.07,0.457,32.48,2637.15,92.47,99.755
1986-1986,Uzbekistan,Uzbekistan,17594368.0,127453782016.0,2.875,5.436,1.152,50.07,0.457,32.48,2637.15,92.47,18063210.0,130801917952.0,2.821,6.269,1.243,55.651,0.576,33.194,2736.905,99.755,95.974
1987-1987,Uzbekistan,Uzbekistan,18063210.0,130801917952.0,2.821,6.269,1.243,55.651,0.576,33.194,2736.905,99.755,18560002.0,129229070336.0,2.842,7.345,1.088,50.299,0.589,33.811,2832.879,95.974,97.811
1988-1988,Uzbekistan,Uzbekistan,18560002.0,129229070336.0,2.842,7.345,1.088,50.299,0.589,33.811,2832.879,95.974,19077168.0,128382918656.0,2.815,6.248,0.998,57.843,0.312,29.596,2930.69,97.811,100.231
1989-1989,Uzbekistan,Uzbekistan,19077168.0,128382918656.0,2.815,6.248,0.998,57.843,0.312,29.596,2930.69,97.811,19600032.0,139357126656.0,2.781,6.45,2.194,58.047,-0.491,31.25,3030.921,100.231,103.228
1990-1990,Uzbekistan,Uzbekistan,19600032.0,139357126656.0,2.781,6.45,2.194,58.047,-0.491,31.25,3030.921,100.231,20102902.0,142094073856.0,2.724,7.493,2.14,60.178,-0.819,31.512,3134.149,103.228,103.205
1991-1991,Uzbekistan,Uzbekistan,20102902.0,142094073856.0,2.724,7.493,2.14,60.178,-0.819,31.512,3134.149,103.228,20579106.0,139398692864.0,2.583,7.355,1.416,63.186,-0.579,29.244,3237.354,103.205,103.072
1992-1992,Uzbekistan,Uzbekistan,20579106.0,139398692864.0,2.583,7.355,1.416,63.186,-0.579,29.244,3237.354,103.205,21074308.0,136577630208.0,2.555,6.27,1.317,63.174,0.783,28.973,3340.426,103.072,111.342
1993-1993,Uzbekistan,Uzbekistan,21074308.0,136577630208.0,2.555,6.27,1.317,63.174,0.783,28.973,3340.426,103.072,21588150.0,119510818816.0,2.493,9.692,0.0,76.848,0.358,21.952,3451.768,111.342,115.618
1994-1994,Uzbekistan,Uzbekistan,21588150.0,119510818816.0,2.493,9.692,0.0,76.848,0.358,21.952,3451.768,111.342,22085922.0,114918072320.0,2.37,7.387,0.0,81.55,0.001,24.311,3567.386,115.618,109.865
1995-1995,Uzbekistan,Uzbekistan,22085922.0,114918072320.0,2.37,7.387,0.0,81.55,0.001,24.311,3567.386,115.618,22564732.0,107242119168.0,2.101,7.478,1.805,78.153,0.08,20.247,3677.251,109.865,105.017
1996-1996,Uzbekistan,Uzbekistan,22564732.0,107242119168.0,2.101,7.478,1.805,78.153,0.08,20.247,3677.251,109.865,23026212.0,104615641088.0,1.545,4.21,2.139,78.285,0.214,18.624,3782.268,105.017,108.126
1997-1997,Uzbekistan,Uzbekistan,23026212.0,104615641088.0,1.545,4.21,2.139,78.285,0.214,18.624,3782.268,105.017,23465930.0,104748212224.0,1.433,4.723,2.638,81.254,-0.059,18.136,3890.394,108.126,108.789
1998-1998,Uzbekistan,Uzbekistan,23465930.0,104748212224.0,1.433,4.723,2.638,81.254,-0.059,18.136,3890.394,108.126,23877290.0,108486844416.0,1.502,3.884,2.398,82.506,-0.239,18.738,3999.182,108.789,120.758
1999-1999,Uzbekistan,Uzbekistan,23877290.0,108486844416.0,1.502,3.884,2.398,82.506,-0.239,18.738,3999.182,108.789,24256774.0,111389401088.0,1.592,4.056,2.476,94.358,-0.216,18.493,4119.94,120.758,123.351
2000-2000,Uzbekistan,Uzbekistan,24256774.0,111389401088.0,1.592,4.056,2.476,94.358,-0.216,18.493,4119.94,120.758,24602712.0,114383429632.0,1.498,4.027,1.847,96.935,-0.235,19.28,4243.292,123.351,123.256
2001-2001,Uzbekistan,Uzbekistan,24602712.0,114383429632.0,1.498,4.027,1.847,96.935,-0.235,19.28,4243.292,123.351,24925558.0,116875837440.0,1.482,4.917,2.483,95.364,-0.221,19.232,4366.548,123.256,126.102
