year,country_index,population_lag_1,gdp_lag_1,temperature_change_from_co2_lag_1,cement_co2_lag_1,coal_co2_lag_1,flaring_co2_lag_1,gas_co2_lag_1,land_use_change_co2_lag_1,oil_co2_lag_1,co2_including_luc
1931,Colombia,7946343.0,2340.43512695085,3.775321553575022e-10,0.0,3.3348673723246025e-08,0.0,0.0,2.5020943596318456e-05,4.870164804111778e-08,2.2629329781832244e-05
1932,Colombia,8094230.0,2283.6975060011887,3.7063439017670615e-10,0.0,0.0,0.0,0.0,2.258868354370953e-05,4.076978291943768e-08,2.1953320471769955e-05
1933,Colombia,8229689.0,2372.208162908708,3.6453382381764366e-10,0.0,0.0,0.0,0.0,2.1943478058526877e-05,9.842413243076379e-09,2.0525187624735444e-05
1934,Colombia,8352177.0,2468.4958549130365,3.5918779020128526e-10,0.0,2.8495564689301962e-08,0.0,0.0,2.0461132468816216e-05,3.555959122992724e-08,2.0542823867620648e-05
1935,Colombia,8476488.0,2381.076570390945,3.539201612743391e-10,4.247041935292069e-09,7.868824918999473e-08,0.0,0.0,2.0455995454721342e-05,3.8931217740177305e-09,1.923547037662469e-05
1936,Colombia,8602649.0,2609.411771653127,3.487297924162662e-10,4.184757508995194e-09,1.1670823719531042e-07,0.0,1.1461585844081282e-07,1.8956021569635122e-05,4.3823710580310785e-08,1.8796113204366024e-05
1937,Colombia,8730688.0,2705.9081492775827,3.436155317885601e-10,5.841464040405521e-09,1.1946366655182272e-07,0.0,1.1648566527632186e-07,1.847723799086624e-05,7.708441763123364e-08,1.8508835655421007e-05
1938,Colombia,8860633.0,2708.588600385548,3.385762619894087e-10,6.997242747781112e-09,1.0112144358083673e-07,0.0,1.1568022284638129e-07,1.8194636884294837e-05,9.039986195117212e-08,1.804757113473966e-05
1939,Colombia,8992512.0,2843.0850343040966,3.3361089760013664e-10,7.673050644803144e-09,9.774799299684004e-08,0.0,1.1409492697924673e-07,1.7713515422609386e-05,1.1453974150938025e-07,1.803957727653561e-05
1940,Colombia,9142620.0,2968.0326313463756,3.281335109629406e-10,9.187738306962338e-09,1.0139325488754865e-07,0.0,1.0861219212873334e-07,1.7532282868586902e-05,2.881012226254618e-07,2.663630315471591e-05
1941,Colombia,9311615.0,2976.353103945986,3.221782687535943e-10,1.009491908761262e-08,1.4873896740790937e-07,0.0,1.286565219889353e-07,2.618901232492967e-05,1.5980042130178278e-07,2.9581151749794822e-05
1942,Colombia,9500171.0,2966.4357999450745,3.157837895759982e-10,1.1052432635159935e-08,1.1220850656267135e-07,0.0,1.4273427288835118e-07,2.9188211454299087e-05,1.2683982214635928e-07,3.0447267236949537e-05
1943,Colombia,9708983.0,2908.576422473909,3.0899219825598627e-10,1.0505734740703531e-08,1.581010081076463e-07,0.0,1.1401812115645892e-07,3.0018283068370806e-05,1.4646230197333746e-07,3.07876280403048e-05
1944,Colombia,9938765.0,2853.4812283015044,4.0246449131255243e-10,1.2778247599173539e-08,1.2919110171132933e-07,0.0,1.0735740305762335e-07,3.0412128669910196e-05,1.2617261802648518e-07,3.0261492398357928e-05
1945,Colombia,10173986.0,2976.4262667552325,3.931595738386115e-10,1.3564005297432099e-08,1.345588641462648e-07,0.0,1.3426399446588585e-07,2.9795598303359173e-05,1.8350723108917194e-07,3.0150633143900495e-05
1946,Colombia,10414773.0,3042.760746105556,3.8406982082086666e-10,1.4306600825577282e-08,1.3624876893620246e-07,0.0,1.30295686713479e-07,2.972057096203633e-05,1.4930714284411191e-07,2.981270786123853e-05
1947,Colombia,10661259.0,3241.4589984166037,3.7519020971162977e-10,1.538279859817682e-08,1.3778860451659603e-07,0.0,1.1649656011546104e-07,2.9347472001196105e-05,1.95567896812187e-07,2.8622049650256808e-05
1948,Colombia,10913579.0,3291.5121655324983,3.665158789797554e-10,1.5668553826384543e-08,1.22874448427963e-07,0.0,1.0344910684203596e-07,2.8158223805407926e-05,2.219253647222419e-07,2.8117495101536268e-05
1949,Colombia,11171870.0,3314.841327727587,3.5804211828458444e-10,1.629091638194859e-08,1.2200285180547214e-07,0.0,6.265737069980227e-08,2.771612988693925e-05,2.004140757097961e-07,2.727221070895109e-05
1950,Colombia,11456827.0,3411.237991112199,3.4913680725038444e-10,2.059907162777268e-08,1.2053948270319523e-07,0.0,8.632407559265755e-08,2.6824006332643407e-05,2.2065446218224294e-07,2.9235632677575823e-05
1951,Colombia,11769747.0,3380.070279505583,3.3985437409997e-10,2.3789806186997903e-08,2.2039556160383055e-07,0.0,0.0,2.859857565332543e-05,3.928716564595653e-07,2.9305883373964935e-05
1952,Colombia,12087061.0,3392.3926234839055,3.3093239125706406e-10,2.6474591300565124e-08,2.3694759214005786e-07,0.0,0.0,2.8630450363409267e-05,4.1209356021285904e-07,2.8605626954463414e-05
1953,Colombia,12419969.0,3509.338217510849,4.0257749435606484e-10,2.777784711056847e-08,1.9975895269947935e-07,0.0,0.0,2.7910536652708232e-05,4.6755350194513373e-07,2.8542727894702417e-05
1954,Colombia,12767245.0,3623.9898935126566,3.91627167803234e-10,3.3836587298199416e-08,2.4735171918452257e-07,0.0,0.0,2.7699867904156302e-05,5.615933586298375e-07,2.7672191524337512e-05
1955,Colombia,13130655.0,3767.9741813336805,3.807883155866939e-10,3.625104764385326e-08,2.93587791317341e-07,0.0,0.0,2.6939478647485597e-05,4.029501955538395e-07,2.7716990953785846e-05
1956,Colombia,13512614.0,3804.218426427337,3.700246303194926e-10,3.818654184897164e-08,3.5167140865564574e-07,0.0,0.0,2.683307611687864e-05,4.940568864025866e-07,2.7494694822832853e-05
1957,Colombia,13911411.0,3843.3012553507333,3.5941717198923965e-10,4.3345710941902295e-08,3.693370859361426e-07,0.0,0.0,2.658903543285437e-05,4.929047096660432e-07,2.8525062242818313e-05
1958,Colombia,14329364.0,3867.8206636386653,3.489338396316822e-10,4.2360568131286215e-08,3.5849462683759025e-07,0.0,0.0,2.7572403073855898e-05,5.518039739935422e-07,2.9269882589051384e-05
1959,Colombia,14760804.0,3848.8104295673866,4.0648192334238705e-10,4.112242124480482e-08,4.247058629055707e-07,0.0,0.0,2.832298294862529e-05,4.81071356275715e-07,3.186702119756604e-05
1960,Colombia,15211086.0,4003.0678298709245,3.944491537290631e-10,4.4178305217655077e-08,4.1877351820902204e-07,3.300224586199828e-08,4.4309788268898096e-08,3.08094372748928e-05,5.172543235900449e-07,1.7797073017496772e-05
1961,Colombia,15687692.0,4047.2399850787483,3.82465438510649e-10,4.6087085340533203e-08,4.257477773021041e-07,2.3330391749149588e-08,4.391978118897286e-08,1.6752304927965183e-05,5.056830539508298e-07,2.57898988043878e-05
1962,Colombia,16182421.0,4122.487131931619,3.7077270452919253e-10,4.875661064558882e-08,4.444328818289921e-07,1.903299883249855e-08,4.393656548670931e-08,2.4665406987001512e-05,5.683327605924972e-07,1.993974580508656e-05
1963,Colombia,16691286.0,4213.927735945571,3.594690067619715e-10,5.158380247034291e-08,4.616181161834984e-07,1.6236016805415713e-08,6.43449522103929e-08,1.877626445320031e-05,5.696385527154707e-07,1.732268879458977e-05
1964,Colombia,17210954.0,4220.597649613148,3.4861519007023085e-10,5.2757098763961606e-08,4.771960926744676e-07,1.9812963302324788e-08,7.576570130859685e-08,1.60889977394629e-05,6.081010965458394e-07,2.313937730837396e-05
1965,Colombia,17739760.0,4348.184942299106,3.382232905067487e-10,5.46794319652577e-08,4.342787050106653e-07,3.776826743992027e-08,7.784772736496999e-08,2.1917094707030985e-05,6.176520990137409e-07,1.1413716201376048e-05
1966,Colombia,18275818.0,4372.855242922642,3.283026784355152e-10,5.548315265560206e-08,3.934707601049649e-07,9.580966499009784e-08,9.318324356261373e-08,1.0162937713649807e-05,6.127769492998891e-07,8.215811573933054e-06
1967,Colombia,18811410.0,4473.943842380768,3.7211458364896624e-10,5.4488206891455766e-08,3.4122907320610203e-07,9.095543608905447e-08,1.0754111467455124e-07,6.967951897279364e-06,6.53645845792527e-07,6.505128627177216e-06
1968,Colombia,19343968.0,4534.372668937418,3.6186991210903576e-10,5.391861690424632e-08,4.113943943662438e-07,6.477471426751739e-08,1.0892284354481977e-07,5.228916838572107e-06,6.372012195222821e-07,5.652784238406143e-06
1969,Colombia,19872508.0,4684.539260771716,3.5224542367777634e-10,5.887530652899976e-08,4.0040240517200947e-07,4.9565963188944245e-08,1.0949800598897735e-07,4.315610289350494e-06,7.187819474019082e-07,4.8004968943124704e-06
1970,Colombia,20392264.0,4854.939284034377,3.4326742729497813e-10,5.791411880505274e-08,4.175603062023913e-07,6.629965167183007e-08,1.1896668265965958e-07,3.4266425738701693e-06,7.131135611033674e-07,2.5424658755673694e-05
1971,Colombia,20905256.0,5055.717589107734,3.3484402200097433e-10,6.605994205476364e-08,2.777770336799511e-07,5.276185089529638e-08,1.2987164567609217e-07,2.406758376936403e-05,8.306045140035598e-07,9.719551298522075e-06
1972,Colombia,21405412.0,5230.649956375519,3.2702010127158495e-10,6.531058593966796e-08,3.037082397666534e-07,5.89103353862098e-08,1.4071207786143056e-07,8.304862340421198e-06,8.460477191469148e-07,7.044139983176591e-06
1973,Colombia,21898060.0,5505.4821491949515,3.196630203771476e-10,6.804255719456427e-08,3.055065151890168e-07,5.137441398918443e-08,1.6142982529045952e-07,5.60908135241204e-06,8.487053191013268e-07,5.751479573165668e-06
1974,Colombia,22396324.0,5744.563112410769,3.1255129189950993e-10,6.978823846270486e-08,3.4684263363934187e-07,4.6614792677584057e-08,1.6458058027737052e-07,4.249849216326751e-06,8.737594615973586e-07,4.966049692464952e-06
1975,Colombia,22897878.0,5943.330885770289,3.0570518368557995e-10,7.345658842273507e-08,3.6287205303478336e-07,4.9262206742476306e-08,1.558222993414499e-07,3.376601098145426e-06,9.479917746089834e-07,4.491164058791991e-06
1976,Colombia,23403732.0,5949.884409888133,2.990975969131761e-10,6.328050586120197e-08,3.751111147572532e-07,6.135773559533154e-08,1.537361648133725e-07,2.9611089376685737e-06,8.765696000962581e-07,5.764771335295223e-06
1977,Colombia,23913004.0,6097.42246018108,2.9272775599418627e-10,7.196920972371352e-08,3.85480636393487e-07,6.373101430501998e-08,1.547275281683556e-07,4.1765141677724805e-06,9.12348778932166e-07,3.992525586929039e-06
1978,Colombia,24443926.0,6212.973839308792,2.8636971000484947e-10,6.386044533108143e-08,3.851263499979504e-07,6.386044533108143e-08,1.7194455587862605e-07,2.387177902600425e-06,9.205967977484468e-07,3.7353412143832378e-06
1979,Colombia,25003606.0,6590.238252194504,2.7995961862460957e-10,7.822871628996233e-08,3.957829122727338e-07,6.303090842176924e-08,2.2272787373149296e-07,2.0741808201585005e-06,9.013499892775466e-07,3.6155758274806906e-06
1980,Colombia,25579328.0,6786.237006382654,2.7365847922197177e-10,7.78753843728811e-08,4.400819286573908e-07,5.586542382974252e-08,2.3350887091326246e-07,1.8849986989494016e-06,9.232455207580121e-07,3.3952972405550294e-06
1981,Colombia,26176206.0,6903.902009939867,2.674184333665467e-10,7.732212987627008e-08,3.9348712338220446e-07,3.9616130771586985e-08,2.638655884661054e-07,1.7076959128454293e-06,9.132721525800951e-07,3.3971487783614656e-06
1982,Colombia,26785992.0,6890.621537406567,2.613306238574252e-10,7.683120341408299e-08,3.9800654013485855e-07,4.282088936635238e-08,2.7559180933078753e-07,1.7447552437109666e-06,8.591057594581526e-07,3.1951235531942843e-06
1983,Colombia,27405200.0,6800.846237064498,2.5542597755170555e-10,8.421759374133376e-08,4.009093164800841e-07,4.116007181118911e-08,2.8180783209026023e-07,1.5283230919679478e-06,8.586691576781049e-07,3.379320246116531e-06
1984,Colombia,28042326.0,6752.935726087771,2.852830396451421e-10,7.677679804449887e-08,4.3288135228154753e-07,4.3363022026061605e-08,3.0207907860424986e-07,1.6245086088793061e-06,8.99711386280867e-07,3.378293827767944e-06
1985,Colombia,28689038.0,6836.623131106731,2.788521525190214e-10,8.337679360318739e-08,4.181388027022726e-07,4.0224423000868833e-08,2.969426859136929e-07,1.6807116362702716e-06,8.588646297585858e-07,3.2026590779266197e-06
1986,Colombia,29326256.0,6906.920898187617,2.7279309026014097e-10,8.286090116651781e-08,4.162822557369751e-07,3.771364472846449e-08,2.5059455254022196e-07,1.5632067045994553e-06,8.520351182912677e-07,3.193046112720696e-06
1987,Colombia,29960106.0,7174.821333409168,2.6702175219273257e-10,8.968593101773404e-08,4.018343593310384e-07,3.337771902409157e-08,2.3013937267111137e-07,1.5657487994201355e-06,8.722599312565849e-07,2.5703318740888978e-06
1988,Colombia,30603052.0,7400.648737387369,2.6141183565613e-10,8.659267056109305e-08,4.0731231643170754e-07,2.8624596004346232e-08,2.3478050489866174e-07,9.324560177854157e-07,8.805984448871309e-07,2.5347824337072284e-06
1989,Colombia,31256726.0,7541.111759433794,2.559449124646004e-10,9.553143857741211e-08,4.014815883147838e-07,2.1467379532968362e-08,2.410041281994794e-07,8.705966197483384e-07,9.047332724483045e-07,2.361422875692061e-06
1990,Colombia,31923126.0,7623.583734500186,2.50602024375683e-10,9.118781161970165e-08,4.0616323100688823e-07,1.412768912417913e-08,2.212815875237281e-07,7.076687915838819e-07,9.21025090086729e-07,2.2347509290706446e-06
1991,Colombia,32601396.0,7776.912549879766,2.453882649687762e-10,8.34933571556261e-08,4.2587133385331106e-07,2.4722867695604202e-08,2.5682949282294536e-07,4.894882415464663e-07,9.543456359966916e-07,2.8838415908906756e-06
1992,Colombia,33272632.0,7796.668168120875,2.404378469367858e-10,8.174886795850716e-08,3.730994289841573e-07,2.4885317157957324e-08,2.6132588488941903e-07,1.181120868346093e-06,9.61691278285409e-07,2.854146392573698e-06
1993,Colombia,33939044.0,7972.023880460511,2.35716716121998e-10,8.512319910955653e-08,4.0269254490491836e-07,2.7195816122575523e-08,2.4647129129506417e-07,1.0422214603334143e-06,1.050442080808169e-06,2.979973960220174e-06
1994,Colombia,34614732.0,8263.109429823116,2.311154684080755e-10,9.585514052224932e-08,4.1040329302564006e-07,3.270283877974268e-08,2.497202636149256e-07,1.1501750179663387e-06,1.041117406311278e-06,2.6020910338043476e-06
1995,Colombia,35295460.0,8517.701040983742,2.2665804610564647e-10,1.1106244259176675e-07,3.856586654487574e-07,2.7453955834546425e-08,2.5433865998629855e-07,7.0278160420632e-07,1.1208240379924217e-06,4.585641453802858e-06
1996,Colombia,35970104.0,8787.901255776185,2.2240691881235596e-10,1.0831216946161734e-07,3.929930255414329e-07,3.616892517185938e-08,2.3060817394356158e-07,2.9337140643240843e-06,8.83872896225154e-07,4.076562893092749e-06
1997,Colombia,36632576.0,8801.014367976743,2.183848605132219e-10,1.0182194121428971e-07,3.4158121995024316e-07,2.3476372505171354e-08,2.793688328115391e-07,2.4410786727092304e-06,8.892904501174036e-07,5.617968790474555e-06
1998,Colombia,37291948.0,8956.280484784544,2.1452352127059708e-10,1.0323944461147484e-07,3.295349441117959e-07,5.003761133636677e-08,3.3395949173800203e-07,3.868073612030136e-06,9.330968712066208e-07,5.947410022070178e-06
1999,Colombia,37944416.0,8838.33877764781,2.108347114895641e-10,1.0054180304158588e-07,3.0802951348625315e-07,5.0494913401750604e-08,3.43186201627138e-07,4.213320874407449e-06,9.318367161060009e-07,4.221299239290668e-06
2000,Colombia,38585040.0,8334.399041286468,2.0733424145731092e-10,7.461441014444977e-08,2.5097809928407487e-07,3.418423306027414e-08,2.9029385482041747e-07,2.7835399419049455e-06,7.876887000765063e-07,1.8026457947257916e-06
2001,Colombia,39215136.0,8430.81660061054,2.0400286256816757e-10,8.264665969792888e-08,2.6079215943558123e-07,3.3328967672074374e-08,3.1844846846890955e-07,3.595550452763953e-07,7.478999945327233e-07,1.0502818975589964e-06
1951,Cote d'Ivoire,2736917.0,1733.782225767168,3.6537461676769886e-10,0.0,3.7998960143840676e-08,0.0,0.0,5.043777359708022e-05,1.6332245369516138e-07,5.790160770287451e-05
1952,Cote d'Ivoire,2814326.0,1748.1506605844525,3.553248628623692e-10,0.0,6.502444990381356e-08,0.0,0.0,5.773780294109495e-05,9.878031187573863e-08,6.252224668157267e-05
1953,Cote d'Ivoire,2893690.0,1763.3576616707387,3.455795195753519e-10,0.0,6.082199544526192e-08,0.0,0.0,6.234392764947177e-05,1.171514571360443e-07,6.621294530480372e-05
1954,Cote d'Ivoire,2976276.0,1776.6140720820247,3.3599034498144663e-10,0.0,1.9487440008923905e-08,0.0,0.0,6.606914143715166e-05,1.246524179881167e-07,6.904202685910884e-05
1955,Cote d'Ivoire,3062946.0,1789.5415877393855,3.2648306564986783e-10,0.0,2.1547882332891275e-08,0.0,0.0,6.887715291095566e-05,1.4332606582029198e-07,7.095771564223547e-05
1956,Cote d'Ivoire,3154287.0,1801.6841815598898,3.170288562835278e-10,0.0,9.193836832222307e-09,0.0,0.0,7.079825012752486e-05,1.4995464902210864e-07,7.267185058503636e-05
1957,Cote d'Ivoire,3251080.0,1812.971482707285,3.075900931382802e-10,0.0,1.1996013632392929e-08,0.0,0.0,7.249252556073675e-05,1.6732901066722443e-07,7.452678154802104e-05
1958,Cote d'Ivoire,3353895.0,1822.2395537129219,2.9816079513520847e-10,0.0,5.963215902704169e-10,0.0,0.0,7.434877955332531e-05,1.7740567310544904e-07,7.722321888247196e-05
1959,Cote d'Ivoire,3463233.0,1830.4709662907462,2.887475373444409e-10,0.0,0.0,0.0,0.0,7.707942260887443e-05,1.4379627359753154e-07,7.944760080645725e-05
1960,Cote d'Ivoire,3580599.0,1835.6898161452875,2.7928287976397244e-10,0.0,0.0,0.0,0.0,7.929511235410611e-05,1.5248845235112897e-07,4.5274708918639585e-05
1961,Cote d'Ivoire,3708671.0,1930.4236585019269,2.696383691085028e-10,0.0,0.0,0.0,0.0,4.515013599211146e-05,1.2457292652812828e-07,4.557208128277547e-05
1962,Cote d'Ivoire,3848343.0,2035.373699277845,2.5985209738321143e-10,0.0,0.0,0.0,0.0,4.542812322082517e-05,1.4369820985291592e-07,3.667813405464079e-05
1963,Cote d'Ivoire,3998295.0,2045.2679554660174,2.501066079416351e-10,0.0,0.0,0.0,0.0,3.653157158238699e-05,1.4656247225379818e-07,3.065830794914614e-05
1964,Cote d'Ivoire,4156459.0,2289.3875002736704,4.811788110985817e-10,0.0,0.0,0.0,0.0,3.050842074948893e-05,1.498871996572082e-07,2.9707218120903215e-05
1965,Cote d'Ivoire,4321374.0,2597.3830730688896,4.628157618387115e-10,0.0,0.0,0.0,0.0,2.9530885315642665e-05,1.7633280526054908e-07,2.2636644726826283e-05
1966,Cote d'Ivoire,4492892.0,2443.426660600789,4.451475797771235e-10,0.0,0.0,0.0,0.0,2.237578824507689e-05,2.6085648174939436e-07,2.0439270046865863e-05
1967,Cote d'Ivoire,4671204.0,2535.226464097907,4.2815513944584737e-10,0.0,0.0,0.0,0.0,2.0174027937979157e-05,2.650280313169795e-07,1.6891147584999317e-05
1968,Cote d'Ivoire,4856686.0,2474.6896134524654,4.1180343962940984e-10,0.0,0.0,0.0,0.0,1.661112124605132e-05,2.79820437228184e-07,1.5465384267334798e-05
1969,Cote d'Ivoire,5050117.0,2751.533951391621,3.960304286019512e-10,0.0,0.0,0.0,0.0,1.5148955954881838e-05,3.16428312452959e-07,1.2582704585026116e-05
1970,Cote d'Ivoire,5255150.0,2759.893319125049,3.8057905102613626e-10,0.0,0.0,0.0,0.0,1.2222867092280907e-05,3.5983749274521184e-07,1.5531619465463836e-05
1971,Cote d'Ivoire,5477085.0,2935.6341835118496,3.651577435807551e-10,0.0,0.0,0.0,0.0,1.512227763490981e-05,4.0934183055402647e-07,1.3094015742964695e-05
1972,Cote d'Ivoire,5718872.0,2951.8127630763547,3.4971931527755824e-10,0.0,0.0,0.0,0.0,1.2664735283461493e-05,4.2928045950320275e-07,1.5337488971549776e-05
